,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff
6445,KOI-3680 b,,10.64,3.25,342.0,0.0,0.5319,1,1,,5926.0
6446,KOI-3680 b,,,,,,,1,1,,5708.11
6447,KOI-3680 b,,11.49,3.62,352.0,0.0,0.5205,1,1,,5705.0
6448,KOI-3680 b,613.4119,11.09691,,347.0,0.496,0.534,1,1,,5830.0
6449,KOI-4777.01,,0.42,73.09,746.0,0.0,0.0113,1,1,,3396.0
6450,KOI-4777.01,,0.42,73.09,746.0,0.0,0.0113,1,1,,3396.0
6451,KOI-4777.01,,0.42,73.09,746.0,0.0,0.0113,1,1,,3396.0
6452,KOI-4777.01,,,,,,,1,1,,3527.0
6453,KOI-4777.01,99.2,0.51,320.0,1180.0,0.0,0.008,1,1,,3515.0
6454,KOI-4978 b,,0.7,,,,,1,1,G,5050.28
6455,KOI-55 b,0.44,0.759,,,,0.006,2,1,B,27730.0
6456,KOI-55 c,0.655,0.867,,,,0.0076,2,1,B,27730.0
6457,KOI-7368 b,,,,,,,1,1,,4823.55
6458,KOI-7368 b,,,,,,,1,1,,4823.55
6459,KOI-7368 b,,2.22,,,,,1,1,,5241.0
6460,KOI-7368 b,,3.94,99.24,805.0,0.0,0.0678,1,1,,5225.0
6461,KOI-7913 b,,,,,,,1,2,,4225.0
6462,KOI-7913 b,,2.34,,,,,1,2,K6 V,4324.0
6463,KOI-7913 b,,2.03,8.27,432.0,0.0,0.1456,1,2,,4450.0
6464,KOI-94 b,,1.55,885.02,1391.0,0.0,0.0485,4,2,,6098.0
6465,KOI-94 b,,,,,,,4,2,,6184.0
6466,KOI-94 b,,1.58,,,,,4,2,,6210.0
6467,KOI-94 b,1648.85,,,,,,4,2,,
6468,KOI-94 b,,1.638,989.2,,,0.04984,4,2,,6181.0
6469,KOI-94 b,10.5,1.71,,1486.0,0.25,0.05119,4,2,,6182.0
6470,KOI-94 b,,,,,,,4,2,,6184.0
6471,KOI-94 b,,1.5,971.76,1423.0,0.0,0.0488,4,2,,6181.0
6472,KOI-94 b,5.75695361,1.638,,,0.0,0.0498148471,4,2,,
6473,KOI-94 b,,1.55,885.02,1391.0,0.0,0.0485,4,2,,6098.0
6474,KOI-94 b,,1.55,885.02,1391.0,0.0,0.0485,4,2,,6098.0
6475,KOI-94 b,,1.73,,1488.0,0.0,0.051,4,2,,6184.0
6476,KOI-94 b,,,,,,,4,2,,6184.0
6477,KOI-94 b,,1.557,1053.181,,,,4,2,,6181.0
6478,KOI-94 c,6.20425926,3.864,,,0.0,0.0986005466,4,2,,
6479,KOI-94 c,,3.66,225.89,989.0,0.0,0.096,4,2,,6098.0
6480,KOI-94 c,,3.72,247.48,1012.0,0.0,0.0967,4,2,,6181.0
6481,KOI-94 c,,3.66,225.89,989.0,0.0,0.096,4,2,,6098.0
6482,KOI-94 c,7.8,3.8,,,,,4,2,,
6483,KOI-94 c,,3.864,252.2,,,0.09863,4,2,,6181.0
6484,KOI-94 c,,4.22,,1058.0,0.0,0.101,4,2,,6184.0
6485,KOI-94 c,,3.66,225.89,989.0,0.0,0.096,4,2,,6098.0
6486,KOI-94 c,,3.861,268.219,,,,4,2,,6181.0
6487,KOI-94 c,11.6,,,,,,4,2,,
6488,KOI-94 c,,3.72,,,,,4,2,,6210.0
6489,KOI-94 c,,,,,,,4,2,,6182.0
6490,KOI-94 c,,,,,,,4,2,,6184.0
6491,KOI-94 c,9.4,,,,,,4,2,,6184.0
6492,KOI-94 c,,,,,,,4,2,,6184.0
6493,KOI-94 c,15.6,4.32,,1012.0,0.43,0.1013,4,2,,6182.0
6494,KOI-94 c,,,,,,,4,2,,6184.0
6495,KOI-94 d,,,,,,,4,2,,6182.0
6496,KOI-94 d,,9.95,,,,,4,2,,6210.0
6497,KOI-94 d,,,,,,,4,2,,6184.0
6498,KOI-94 d,,10.377,97.12,,,,4,2,,6181.0
6499,KOI-94 d,,,,,,,4,2,,6184.0
6500,KOI-94 d,,11.4,,820.0,0.0,0.168,4,2,,6184.0
6501,KOI-94 d,,,,,,,4,2,,6182.0
6502,KOI-94 d,52.1,,,,,,4,2,,6184.0
6503,KOI-94 d,,9.77,81.73,767.0,0.0,0.1596,4,2,,6098.0
6504,KOI-94 d,,9.77,81.73,767.0,0.0,0.1596,4,2,,6098.0
6505,KOI-94 d,,10.311,91.2,,,0.16397,4,2,,6181.0
6506,KOI-94 d,72.9,,,,,,4,2,,
6507,KOI-94 d,,9.77,81.73,767.0,0.0,0.1596,4,2,,6098.0
6508,KOI-94 d,,,,,,,4,2,,6184.0
6509,KOI-94 d,106.0,11.27,,806.0,0.022,0.1684,4,2,,6182.0
6510,KOI-94 d,58.4,10.1,,,,,4,2,,
6511,KOI-94 d,79.6018337,10.311,,,0.0,0.1639177311,4,2,,
6512,KOI-94 d,,11.33550324,99.086,804.68,,,4,2,,6184.0
6513,KOI-94 d,,9.99,89.61,785.0,0.0,0.1607,4,2,,6181.0
6514,KOI-94 e,,5.79,25.01,570.0,0.0,0.2885,4,2,,6098.0
6515,KOI-94 e,,6.116,27.9,,,0.29646,4,2,,6181.0
6516,KOI-94 e,35.0,6.56,,584.0,0.019,0.3046,4,2,,6182.0
6517,KOI-94 e,,,,,,,4,2,,6184.0
6518,KOI-94 e,,5.89,,,,,4,2,,6210.0
6519,KOI-94 e,10.49,,,,,,4,2,,
6520,KOI-94 e,,5.79,25.01,570.0,0.0,0.2885,4,2,,6098.0
6521,KOI-94 e,13.0,,,,,,4,2,,6184.0
6522,KOI-94 e,,5.79,25.01,570.0,0.0,0.2885,4,2,,6098.0
6523,KOI-94 e,,6.31,29.7,,,,4,2,,6181.0
6524,KOI-94 e,,8.92050856,138.5754,875.07,,,4,2,,6184.0
6525,KOI-94 e,,,,,,,4,2,,6184.0
6526,KOI-94 e,,,,,,,4,2,,6182.0
6527,KOI-94 e,,6.73,,609.0,0.0,0.305,4,2,,6184.0
6528,KOI-94 e,,6.07,27.4,584.0,0.0,0.2906,4,2,,6181.0
6529,KOI-94 e,8.09386174,6.116,,,0.0,0.2963728645,4,2,,
6530,KOI-94 e,,,,,,,4,2,,6184.0
6531,KOI-984 b,,4.3,,1022.0,0.12,0.0504,2,1,,5295.0
6532,KOI-984 b,,2.78,234.19,998.0,0.0,0.0516,2,1,,5505.0
6533,KOI-984 b,,2.78,234.19,998.0,0.0,0.0516,2,1,,5505.0
6534,KOI-984 b,,,,1022.0,0.006,0.0504,2,1,,5295.0
6535,KOI-984 b,,3.19,,1023.0,0.0,0.052,2,1,,5515.0
6536,KOI-984 b,,2.78,234.19,998.0,0.0,0.0516,2,1,,5505.0
6537,KOI-984 b,,2.29,186.31,942.0,0.0,0.0501,2,1,,5296.0
6538,KOI-984 b,,,,,,,2,1,,5284.68
6539,KOI-984 b,,,,,,,2,1,,5284.68
6540,KOI-984 c,24.0,,,943.0,0.02,0.0796,2,1,,5295.0
6541,KOI-984 c,209.8,,,597.0,0.38,0.1467,2,1,,5295.0
6542,KPS-1 b,,,,,,,1,1,K1 V,5165.0
6543,KPS-1 b,,,,,,,1,1,K1 V,5165.0
6544,KPS-1 b,346.4347,11.54527,729.0,1459.0,0.0,0.0269,1,1,K1 V,5165.0
6545,KPS-1 b,,,,,,,1,1,,
6546,KPS-1 b,,,,,,,1,1,K1 V,5165.0
6547,KPS-1 b,,10.1999,235.772,1091.0,,,1,1,,4974.0
6548,Kapteyn c,7.0,,,,0.23,0.311,1,1,,3550.0
6549,Kepler-10 b,,1.489,3750.9,,,0.01661,3,1,,5599.0
6550,Kepler-10 b,3.65783839,1.489,,,0.0,0.0166060414,3,1,,
6551,Kepler-10 b,,1.473,,,0.06,,3,1,,5706.0
6552,Kepler-10 b,,1.45,3545.07,1968.0,0.0,0.0168,3,1,,5627.0
6553,Kepler-10 b,,,,,,,3,1,,5706.0
6554,Kepler-10 b,3.24,,,,,,3,1,,5706.0
6555,Kepler-10 b,,2.00462345,3684.5206,1987.08,,,3,1,,5706.0
6556,Kepler-10 b,,1.45,3545.07,1968.0,0.0,0.0168,3,1,,5627.0
6557,Kepler-10 b,3.57,1.489,,,,,3,1,,5708.0
6558,Kepler-10 b,,,,,,,3,1,,5706.0
6559,Kepler-10 b,3.72,1.47,,,,0.01685,3,1,,5708.0
6560,Kepler-10 b,,,,,,,3,1,,5706.0
6561,Kepler-10 b,3.33,1.47,,2169.0,0.0,0.01685,3,1,,5708.0
6562,Kepler-10 b,,1.37,,1903.0,0.0,0.017,3,1,,5627.0
6563,Kepler-10 b,4.56,1.416,,1833.0,0.0,0.01684,3,1,,5627.0
6564,Kepler-10 b,,1.489,3741.78,,,,3,1,,5599.0
6565,Kepler-10 b,,1.51,,,,,3,1,,5705.0
6566,Kepler-10 b,,1.45,3545.07,1968.0,0.0,0.0168,3,1,,5627.0
6567,Kepler-10 b,4.6,1.46,,2160.0,0.0,0.01687,3,1,,5643.0
6568,Kepler-10 b,,,,,,,3,1,,5706.0
6569,Kepler-10 b,,1.43,3630.32,1980.0,0.0,0.0167,3,1,,5676.0
6570,Kepler-10 b,4.608535,1.4807089,,2130.0,,0.0172,3,1,,5627.0
6571,Kepler-10 b,3.26,1.47,3820.0,2188.0,0.0,0.01685,3,1,,5708.0
6572,Kepler-10 c,,2.28,17.41,521.0,0.0,0.2397,3,1,,5627.0
6573,Kepler-10 c,,2.19,,505.0,0.0,0.241,3,1,,5627.0
6574,Kepler-10 c,20.0,2.227,,485.0,0.0,0.2407,3,1,,5627.0
6575,Kepler-10 c,13.98,2.35,,,0.0,0.241,3,1,,5708.0
6576,Kepler-10 c,7.37,,,,,,3,1,,5706.0
6577,Kepler-10 c,,2.28,17.41,521.0,0.0,0.2397,3,1,,5627.0
6578,Kepler-10 c,12.07050821,2.34,,,0.0,0.2374880236,3,1,,
6579,Kepler-10 c,,2.32,,,,,3,1,,5705.0
6580,Kepler-10 c,,2.351,18.3,,,,3,1,,5599.0
6581,Kepler-10 c,,2.323,,,0.05,,3,1,,5706.0
6582,Kepler-10 c,,2.32,,,0.025,0.2413,3,1,,5643.0
6583,Kepler-10 c,,,,,,,3,1,,5706.0
6584,Kepler-10 c,,,,,,,3,1,,5706.0
6585,Kepler-10 c,,2.28,17.41,521.0,0.0,0.2397,3,1,,5627.0
6586,Kepler-10 c,,2.26,17.75,524.0,0.0,0.2388,3,1,,5676.0
6587,Kepler-10 c,,,,,,,3,1,,5706.0
6588,Kepler-10 c,,2.34,18.3,,,0.23758,3,1,,5599.0
6589,Kepler-10 c,17.2,2.35,,584.0,0.0,,3,1,,5708.0
6590,Kepler-10 c,11.4,2.355,18.68,578.0,0.13,0.241,3,1,,5708.0
6591,Kepler-10 c,,,,,,,3,1,,5706.0
6592,Kepler-10 d,12.68,,,,0.26,0.5379,3,1,,5708.0
6593,Kepler-100 b,,1.3,420.97,1155.0,0.0,0.072,4,1,,5788.0
6594,Kepler-100 b,,1.31,432.81,1163.0,0.0,0.0727,4,1,,5825.0
6595,Kepler-100 b,,,,,,,4,1,,5859.0
6596,Kepler-100 b,,1.344,459.2,,,0.07309,4,1,,5854.0
6597,Kepler-100 b,,1.353,478.214,,,,4,1,,5854.0
6598,Kepler-100 b,,1.31,432.81,1163.0,0.0,0.0727,4,1,,5825.0
6599,Kepler-100 b,5.44491567,1.344,,,0.0,0.0730630817,4,1,,
6600,Kepler-100 b,,1.24,,1071.0,0.0,0.073,4,1,,5909.0
6601,Kepler-100 b,,,,,,,4,1,,5859.0
6602,Kepler-100 b,7.34,1.32,,,,,4,1,,5825.0
6603,Kepler-100 b,,,,,,,4,1,,5859.0
6604,Kepler-100 b,,1.305,,,0.13,,4,1,,5859.0
6605,Kepler-100 b,,1.31,432.81,1163.0,0.0,0.0727,4,1,,5825.0
6606,Kepler-100 b,,1.31,,,,,4,1,,5884.0
6607,Kepler-100 c,,2.28,189.05,946.0,0.0,0.11,4,1,,5825.0
6608,Kepler-100 c,,2.08,,869.0,0.0,0.111,4,1,,5909.0
6609,Kepler-100 c,,2.34,200.8,,,0.11061,4,1,,5854.0
6610,Kepler-100 c,,2.355,208.657,,,,4,1,,5854.0
6611,Kepler-100 c,,2.28,189.05,946.0,0.0,0.11,4,1,,5825.0
6612,Kepler-100 c,4.00223465,2.34,,,0.0,0.1105370236,4,1,,
6613,Kepler-100 c,,2.29,,,,,4,1,,5884.0
6614,Kepler-100 c,,2.26,183.68,939.0,0.0,0.109,4,1,,5788.0
6615,Kepler-100 c,,2.221,,,0.02,,4,1,,5859.0
6616,Kepler-100 c,,,,,,,4,1,,5859.0
6617,Kepler-100 c,,2.28,189.05,946.0,0.0,0.11,4,1,,5825.0
6618,Kepler-100 c,,,,,,,4,1,,5859.0
6619,Kepler-100 c,,,,,,,4,1,,5859.0
6620,Kepler-100 c,7.05,2.2,,,,,4,1,,5825.0
6621,Kepler-100 d,1.773084,1.536,,,0.0,0.2173350533,4,1,,
6622,Kepler-100 d,,1.5,48.89,674.0,0.0,0.2163,4,1,,5825.0
6623,Kepler-100 d,3.0,1.61,,,,,4,1,,5825.0
6624,Kepler-100 d,,1.514,,,0.38,,4,1,,5859.0
6625,Kepler-100 d,,1.5,48.89,674.0,0.0,0.2163,4,1,,5825.0
6626,Kepler-100 d,,1.55,47.52,670.0,0.0,0.2143,4,1,,5788.0
6627,Kepler-100 d,,1.61,53.981,,,,4,1,,5854.0
6628,Kepler-100 d,,1.536,51.9,,,0.21747,4,1,,5854.0
6629,Kepler-100 d,,,,,,,4,1,,5859.0
6630,Kepler-100 d,,,,,,,4,1,,5859.0
6631,Kepler-100 d,,,,,,,4,1,,5859.0
6632,Kepler-100 d,,1.4,,620.0,0.0,0.218,4,1,,5909.0
6633,Kepler-100 d,,1.5,48.89,674.0,0.0,0.2163,4,1,,5825.0
6634,Kepler-100 d,,1.48,,,,,4,1,,5884.0
6635,Kepler-100 e,24.14271827,,,,0.026437,0.312391586,4,1,,
6636,Kepler-1000 b,,4.67,14.87,501.0,0.0,0.5244,1,1,,6749.0
6637,Kepler-1000 b,,4.54,11.84,473.0,0.0,0.5337,1,1,,6469.0
6638,Kepler-1000 b,,,,,,,1,1,,6469.13
6639,Kepler-1000 b,,4.67,14.87,501.0,0.0,0.5244,1,1,,6749.0
6640,Kepler-1000 b,,4.3,,489.0,0.0,0.519,1,1,,6741.0
6641,Kepler-1000 b,,4.67,14.87,501.0,0.0,0.5244,1,1,,6749.0
6642,Kepler-1000 b,,5.63,17.2,,,0.5326,1,1,,6421.0
6643,Kepler-1000 b,,,,,,,1,1,,6469.13
6644,Kepler-1000 b,,4.76,,,,,1,1,,6453.0
6645,Kepler-1000 b,,,,,,,1,1,,6469.13
6646,Kepler-1000 b,,5.668,18.0,,,,1,1,,6421.0
6647,Kepler-1001 b,,,,,,,2,1,,5376.0
6648,Kepler-1001 b,,,,,,,2,1,,5376.0
6649,Kepler-1001 b,,3.05,54.59,693.0,0.0,0.1129,2,1,,5741.0
6650,Kepler-1001 b,,3.11,55.23,695.0,0.0,0.1128,2,1,,5735.0
6651,Kepler-1001 b,,3.15,,,,,2,1,,5491.0
6652,Kepler-1001 b,,2.9,,693.0,0.0,0.114,2,1,,5734.0
6653,Kepler-1001 b,,3.11,55.23,695.0,0.0,0.1128,2,1,,5735.0
6654,Kepler-1001 b,,2.909,40.2,,,0.11147,2,1,,5440.0
6655,Kepler-1001 b,,2.935,40.853,,,,2,1,,5440.0
6656,Kepler-1001 b,,,,,,,2,1,,5376.0
6657,Kepler-1001 b,,3.11,55.23,695.0,0.0,0.1128,2,1,,5735.0
6658,Kepler-1001 c,,1.55,99.6,806.0,0.0,0.084,2,1,,5735.0
6659,Kepler-1001 c,,1.55,99.6,806.0,0.0,0.084,2,1,,5735.0
6660,Kepler-1001 c,,,,,,,2,1,,5376.0
6661,Kepler-1001 c,,2.17,98.61,804.0,0.0,0.084,2,1,,5741.0
6662,Kepler-1001 c,,1.45,72.4,,,0.08296,2,1,,5440.0
6663,Kepler-1001 c,,1.9,,802.0,0.0,0.085,2,1,,5734.0
6664,Kepler-1001 c,,1.55,99.6,806.0,0.0,0.084,2,1,,5735.0
6665,Kepler-1001 c,,1.57799279,,,,,2,1,,5376.0
6666,Kepler-1002 b,,,,,,,1,1,,5907.13
6667,Kepler-1002 b,,1.63,981.68,1428.0,0.0,0.0553,1,1,,6099.0
6668,Kepler-1002 b,,,,,,,1,1,,5907.13
6669,Kepler-1002 b,,1.75,1054.56,1453.0,0.0,0.0564,1,1,,6180.0
6670,Kepler-1002 b,,1.63,981.68,1428.0,0.0,0.0553,1,1,,6099.0
6671,Kepler-1002 b,,1.5,,1308.0,0.0,0.055,1,1,,6045.0
6672,Kepler-1002 b,,1.63,981.68,1428.0,0.0,0.0553,1,1,,6099.0
6673,Kepler-1002 b,,,,,,,1,1,,5907.13
6674,Kepler-1002 b,,1.71,,,,,1,1,,6144.0
6675,Kepler-1003 b,,,,,,,1,1,,6010.0
6676,Kepler-1003 b,,1.5,,1230.0,0.0,0.047,1,1,,6114.0
6677,Kepler-1003 b,,1.3,421.09,1155.0,0.0,0.0445,1,1,,6068.0
6678,Kepler-1003 b,,1.29,425.04,1157.0,0.0,0.0444,1,1,,6068.0
6679,Kepler-1003 b,,1.3,421.09,1155.0,0.0,0.0445,1,1,,6068.0
6680,Kepler-1003 b,,2.012,817.5,,,0.04333,1,1,,5672.0
6681,Kepler-1003 b,,1.78,,,,,1,1,,6109.0
6682,Kepler-1003 b,,1.3,421.09,1155.0,0.0,0.0445,1,1,,6068.0
6683,Kepler-1003 b,,,,,,,1,1,,6010.0
6684,Kepler-1003 b,,2.035,814.925,,,,1,1,,5672.0
6685,Kepler-1003 b,,,,,,,1,1,,6010.0
6686,Kepler-1004 b,,6.538,1498.3,,,0.06791,1,1,,5008.0
6687,Kepler-1004 b,,,,,,,1,1,,4917.72
6688,Kepler-1004 b,,6.28,,,,,1,1,,4972.0
6689,Kepler-1004 b,,,,,,,1,1,,4917.72
6690,Kepler-1004 b,,7.09,1805.27,1662.0,0.0,0.0665,1,1,,4992.0
6691,Kepler-1004 b,,,,,,,1,1,,4917.72
6692,Kepler-1004 b,,6.668,1610.087,,,,1,1,,5008.0
6693,Kepler-1004 b,,7.1,1802.31,1661.0,0.0,0.0671,1,1,,4994.0
6694,Kepler-1004 b,,7.09,1805.27,1662.0,0.0,0.0665,1,1,,4992.0
6695,Kepler-1004 b,,17.1,,2388.0,0.0,0.077,1,1,,4998.0
6696,Kepler-1004 b,,7.09,1805.27,1662.0,0.0,0.0665,1,1,,4992.0
6697,Kepler-1005 b,,,,,,,1,1,,5733.54
6698,Kepler-1005 b,,1.52,262.88,1027.0,0.0,0.0663,1,1,,5718.0
6699,Kepler-1005 b,,,,,,,1,1,,5733.54
6700,Kepler-1005 b,,1.998,301.329,,,,1,1,,5728.0
6701,Kepler-1005 b,,1.619,291.2,,,0.06717,1,1,,5728.0
6702,Kepler-1005 b,,1.56,,1039.0,0.0,0.069,1,1,,6057.0
6703,Kepler-1005 b,,,,,,,1,1,,5733.54
6704,Kepler-1005 b,,1.87,262.18,1026.0,0.0,0.0669,1,1,,5727.0
6705,Kepler-1005 b,,1.52,262.88,1027.0,0.0,0.0663,1,1,,5718.0
6706,Kepler-1005 b,,1.52,262.88,1027.0,0.0,0.0663,1,1,,5718.0
6707,Kepler-1005 b,,1.5,,,,,1,1,,5782.0
6708,Kepler-1006 b,,,,,,,1,1,,
6709,Kepler-1006 b,,2.46,92.38,791.0,0.0,0.1464,1,1,,6327.0
6710,Kepler-1006 b,,2.81,92.38,791.0,0.0,0.1464,1,1,,6327.0
6711,Kepler-1006 b,,,,,,,1,1,,
6712,Kepler-1006 b,,2.6,,793.0,0.0,0.149,1,1,,6321.0
6713,Kepler-1006 b,,2.46,92.38,791.0,0.0,0.1464,1,1,,6327.0
6714,Kepler-1006 b,,,,,,,1,1,,
6715,Kepler-1006 b,,1.54,,,,,1,1,,5328.0
6716,Kepler-1006 b,,3.616,153.493,,,,1,1,,6332.0
6717,Kepler-1006 b,,2.46,92.38,791.0,0.0,0.1464,1,1,,6327.0
6718,Kepler-1007 b,,,,,,,1,1,,4549.53
6719,Kepler-1007 b,,1.51,,674.0,0.0,0.05,1,1,,4450.0
6720,Kepler-1007 b,,,,,,,1,1,,4549.53
6721,Kepler-1007 b,,1.17,42.62,652.0,0.0,0.048,1,1,,4325.0
6722,Kepler-1007 b,,1.44,,,,,1,1,,4587.0
6723,Kepler-1007 b,,1.17,42.62,652.0,0.0,0.048,1,1,,4325.0
6724,Kepler-1007 b,,,,,,,1,1,,4549.53
6725,Kepler-1007 b,,1.17,42.62,652.0,0.0,0.048,1,1,,4325.0
6726,Kepler-1007 b,,1.15,42.62,652.0,0.0,0.048,1,1,,4325.0
6727,Kepler-1008 b,,1.245,35.408,,,,1,2,,5045.0
6728,Kepler-1008 b,,1.3,36.57,627.0,0.0,0.0951,1,2,,4987.0
6729,Kepler-1008 b,,2.83,174.46,927.0,0.0,0.102,1,2,,5108.0
6730,Kepler-1008 b,,1.28,,,,,1,2,,5066.0
6731,Kepler-1008 b,,2.83,174.46,927.0,0.0,0.102,1,2,,5108.0
6732,Kepler-1008 b,,,,,,,1,2,,5066.94
6733,Kepler-1008 b,,1.206,33.1,,,0.09755,1,2,,5045.0
6734,Kepler-1008 b,,3.67,,959.0,0.0,0.102,1,2,,5054.0
6735,Kepler-1008 b,,,,,,,1,2,,5066.94
6736,Kepler-1008 b,,2.83,174.46,927.0,0.0,0.102,1,2,,5108.0
6737,Kepler-1008 b,,,,,,,1,2,,5066.94
6738,Kepler-1009 b,,,,,,,1,1,,3940.0
6739,Kepler-1009 b,,,,,,,1,1,,3940.0
6740,Kepler-1009 b,,2.08,9.26,445.0,0.0,0.0811,1,1,,3901.0
6741,Kepler-1009 b,,1.94,,460.0,0.0,0.081,1,1,,4086.0
6742,Kepler-1009 b,,2.17,,,,,1,1,,4027.0
6743,Kepler-1009 b,,2.381,11.561,,,,1,1,,3594.0
6744,Kepler-1009 b,,2.08,9.26,445.0,0.0,0.0811,1,1,,3901.0
6745,Kepler-1009 b,,1.75,6.25,403.0,0.0,0.0796,1,1,,3597.0
6746,Kepler-1009 b,,,,,,,1,1,,3940.0
6747,Kepler-1009 b,,2.08,9.26,445.0,0.0,0.0811,1,1,,3901.0
6748,Kepler-101 b,51.1,5.77,,1513.0,0.086,0.0474,2,1,G3 IV,5667.0
6749,Kepler-101 b,,5.97,1076.4,,,0.04844,2,1,,5661.0
6750,Kepler-101 b,,,,,,,2,1,,5580.04
6751,Kepler-101 b,,4.43,,,,,2,1,,5450.0
6752,Kepler-101 b,,4.33,,1233.0,0.0,0.047,2,1,,5764.0
6753,Kepler-101 b,,4.36,656.81,1291.0,0.0,0.0468,2,1,,5761.0
6754,Kepler-101 b,,5.64,1033.07,1445.0,0.0,0.0461,2,1,,5576.0
6755,Kepler-101 b,,4.36,656.81,1291.0,0.0,0.0468,2,1,,5761.0
6756,Kepler-101 b,,5.87,,,,0.048,2,1,,5570.0
6757,Kepler-101 b,,,,,,,2,1,,5580.04
6758,Kepler-101 b,,4.36,656.81,1291.0,0.0,0.0468,2,1,,5761.0
6759,Kepler-101 b,,5.986,1240.332,,,,2,1,,5661.0
6760,Kepler-101 c,,1.33,,,,0.068,2,1,,5570.0
6761,Kepler-101 c,,0.99,,,,,2,1,,5450.0
6762,Kepler-101 c,,1.241,519.9,,,0.06976,2,1,,5661.0
6763,Kepler-101 c,,0.96,,1032.0,0.0,0.067,2,1,,5764.0
6764,Kepler-101 c,,1.249,596.069,,,,2,1,,5661.0
6765,Kepler-101 c,,1.18,496.46,1204.0,0.0,0.0665,2,1,,5576.0
6766,Kepler-101 c,3.78,1.25,,1413.0,0.0,0.0684,2,1,G3 IV,5667.0
6767,Kepler-101 c,,,,,,,2,1,,5580.04
6768,Kepler-101 c,,0.91,315.74,1075.0,0.0,0.0675,2,1,,5761.0
6769,Kepler-101 c,,0.91,315.74,1075.0,0.0,0.0675,2,1,,5761.0
6770,Kepler-101 c,,0.91,315.74,1075.0,0.0,0.0675,2,1,,5761.0
6771,Kepler-1010 b,,2.32,,,,,1,1,,5253.0
6772,Kepler-1010 b,,,,,,,1,1,,5123.0
6773,Kepler-1010 b,,2.47,14.56,498.0,0.0,0.1925,1,1,,5325.0
6774,Kepler-1010 b,,2.228,10.17,,,,1,1,,5075.0
6775,Kepler-1010 b,,2.47,14.56,498.0,0.0,0.1925,1,1,,5325.0
6776,Kepler-1010 b,,2.4,,490.0,0.0,0.191,1,1,,5299.0
6777,Kepler-1010 b,,,,,,,1,1,,5123.0
6778,Kepler-1010 b,,,,,,,1,1,,5123.0
6779,Kepler-1010 b,,2.44,12.2,477.0,0.0,0.193,1,1,,5083.0
6780,Kepler-1010 b,,2.47,14.56,498.0,0.0,0.1925,1,1,,5325.0
6781,Kepler-1011 b,,3.05,169.44,920.0,0.0,0.0633,1,1,,5445.0
6782,Kepler-1011 b,,2.87,,,,,1,1,,5416.0
6783,Kepler-1011 b,,,,,,,1,1,,5146.0
6784,Kepler-1011 b,,3.05,169.44,920.0,0.0,0.0633,1,1,,5445.0
6785,Kepler-1011 b,,3.14,169.44,920.0,0.0,0.0633,1,1,,5445.0
6786,Kepler-1011 b,,2.501,108.788,,,,1,1,,5456.0
6787,Kepler-1011 b,,,,,,,1,1,,5146.0
6788,Kepler-1011 b,,3.05,169.44,920.0,0.0,0.0633,1,1,,5445.0
6789,Kepler-1011 b,,2.2,,853.0,0.0,0.059,1,1,,5284.0
6790,Kepler-1011 b,,,,,,,1,1,,5146.0
6791,Kepler-1012 b,,1.29,,,,,1,1,,5556.0
6792,Kepler-1012 b,,1.505,191.811,,,,1,1,,5500.0
6793,Kepler-1012 b,,,,,,,1,1,,5471.21
6794,Kepler-1012 b,,1.29,177.78,931.0,0.0,0.0598,1,1,,5451.0
6795,Kepler-1012 b,,1.29,177.78,931.0,0.0,0.0598,1,1,,5451.0
6796,Kepler-1012 b,,1.29,177.78,931.0,0.0,0.0598,1,1,,5451.0
6797,Kepler-1012 b,,,,,,,1,1,,5471.21
6798,Kepler-1012 b,,1.49,179.62,934.0,0.0,0.0585,1,1,,5448.0
6799,Kepler-1012 b,,,,,,,1,1,,5471.21
6800,Kepler-1012 b,,1.34,,986.0,0.0,0.058,1,1,,5517.0
6801,Kepler-1012 b,,1.265,174.1,,,0.06066,1,1,,5500.0
6802,Kepler-1013 b,,6.3,,859.0,0.0,0.135,1,1,,4889.0
6803,Kepler-1013 b,,,,,,,1,1,,4775.0
6804,Kepler-1013 b,,1.956,16.101,,,,1,1,,5016.0
6805,Kepler-1013 b,,4.41,81.42,766.0,0.0,0.137,1,1,,5015.0
6806,Kepler-1013 b,,,,,,,1,1,,4775.0
6807,Kepler-1013 b,,,,,,,1,1,,4775.0
6808,Kepler-1013 b,,2.15,,,,,1,1,,4954.0
6809,Kepler-1013 b,,4.7,81.42,766.0,0.0,0.137,1,1,,5015.0
6810,Kepler-1013 b,,4.7,81.42,766.0,0.0,0.137,1,1,,5015.0
6811,Kepler-1013 b,,4.7,81.42,766.0,0.0,0.137,1,1,,5015.0
6812,Kepler-1014 b,,,,,,,1,1,,5285.0
6813,Kepler-1014 b,,,,,,,1,1,,5285.0
6814,Kepler-1014 b,,2.39,,,,,1,1,,5388.0
6815,Kepler-1014 b,,2.03,33.53,614.0,0.0,0.121,1,1,,5483.0
6816,Kepler-1014 b,,2.027,33.479,,,,1,1,,5485.0
6817,Kepler-1014 b,,2.21,34.67,619.0,0.0,0.1204,1,1,,5484.0
6818,Kepler-1014 b,,2.17,,614.0,0.0,0.123,1,1,,5488.0
