pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff,discoverymethod
Kepler-1255 b,,2.628,39.671,,,,1,1,,5847.0,Transit
Kepler-1255 b,,2.32,,,,,1,1,,6018.0,Transit
Kepler-1255 b,,2.02,25.33,572.0,0.0,0.2171,1,1,,6168.0,Transit
Kepler-1255 b,,2.02,25.33,572.0,0.0,0.2171,1,1,,6168.0,Transit
Kepler-1255 b,,3.1,54.91,694.0,0.0,0.2226,1,1,,5843.0,Transit
Kepler-1255 b,,,,,,,1,1,,5924.0,Transit
Kepler-1255 b,,,,,,,1,1,,5924.0,Transit
Kepler-1255 b,,2.02,25.33,572.0,0.0,0.2171,1,1,,6168.0,Transit
Kepler-1255 b,,,,,,,1,1,,5924.0,Transit
Kepler-1255 b,,1.98,,584.0,0.0,0.221,1,1,,6180.0,Transit
Kepler-1256 b,,1.547,199.8,,,0.10733,1,1,,5994.0,Transit
Kepler-1256 b,,1.49,,,,,1,1,,6129.0,Transit
Kepler-1256 b,,1.37,,973.0,0.0,0.111,1,1,,6438.0,Transit
Kepler-1256 b,,1.4,211.28,972.0,0.0,0.1097,1,1,,6453.0,Transit
Kepler-1256 b,,1.4,211.28,972.0,0.0,0.1097,1,1,,6453.0,Transit
Kepler-1256 b,,,,,,,1,1,,6089.85,Transit
Kepler-1256 b,,,,,,,1,1,,6089.85,Transit
Kepler-1256 b,,1.4,211.28,972.0,0.0,0.1097,1,1,,6453.0,Transit
Kepler-1256 b,,1.5,179.24,933.0,0.0,0.1063,1,1,,5945.0,Transit
Kepler-1256 b,,1.598,211.549,,,,1,1,,5994.0,Transit
Kepler-1257 b,,1.55,581.38,1252.0,0.0,0.0376,1,1,,5806.0,Transit
Kepler-1257 b,,1.55,581.38,1252.0,0.0,0.0376,1,1,,5806.0,Transit
Kepler-1257 b,,,,,,,1,1,,5371.03,Transit
Kepler-1257 b,,,,,,,1,1,,5371.03,Transit
Kepler-1257 b,,1.52,,,,,1,1,,5502.0,Transit
Kepler-1257 b,,1.55,581.38,1252.0,0.0,0.0376,1,1,,5806.0,Transit
Kepler-1257 b,,1.48,581.38,1252.0,0.0,0.0376,1,1,,5806.0,Transit
Kepler-1257 b,,1.44,,1230.0,0.0,0.037,1,1,,5782.0,Transit
Kepler-1257 b,,1.421,546.908,,,,1,1,,5822.0,Transit
Kepler-1258 b,,0.84,2743.96,1846.0,0.0,0.0194,1,1,,6060.0,Transit
Kepler-1258 b,,0.997,3266.5,,,0.01824,1,1,,5627.0,Transit
Kepler-1258 b,,,,,,,1,1,,5761.02,Transit
Kepler-1258 b,,0.84,2743.96,1846.0,0.0,0.0194,1,1,,6060.0,Transit
Kepler-1258 b,,0.86,,,,,1,1,,5839.0,Transit
Kepler-1258 b,,0.95,,1856.0,0.0,0.02,1,1,,6069.0,Transit
Kepler-1258 b,,1.49,7044.68,2335.0,0.0,0.0201,1,1,,5825.0,Transit
Kepler-1258 b,,,,,,,1,1,,5761.02,Transit
Kepler-1258 b,,0.84,2743.96,1846.0,0.0,0.0194,1,1,,6060.0,Transit
Kepler-1258 b,,1.0,2775.0,,,,1,1,,5627.0,Transit
Kepler-1259 b,,1.48,1977.89,1701.0,0.0,0.0142,1,1,,5166.0,Transit
Kepler-1259 b,,1.48,1977.89,1701.0,0.0,0.0142,1,1,,5166.0,Transit
Kepler-1259 b,,1.6,1894.94,1681.0,0.0,0.0141,1,1,,5172.0,Transit
Kepler-1259 b,,1.43,,,,,1,1,,5053.0,Transit
Kepler-1259 b,,,,,,,1,1,,5100.0,Transit
Kepler-1259 b,,1.32,,1589.0,0.0,0.014,1,1,,5099.0,Transit
Kepler-1259 b,,1.48,1977.89,1701.0,0.0,0.0142,1,1,,5166.0,Transit
Kepler-1259 b,,,,,,,1,1,,5100.0,Transit
Kepler-1259 b,,1.816,2460.582,,,,1,1,,5172.0,Transit
Kepler-126 b,,,,,,,3,1,,6221.0,Transit
Kepler-126 b,4.11726105,1.579,,,0.0,0.0970793268,3,1,,,Transit
Kepler-126 b,,1.66,,980.0,0.0,0.097,3,1,,6164.0,Transit
Kepler-126 b,,1.34,244.59,1009.0,0.0,0.0958,3,1,,6214.0,Transit
Kepler-126 b,,1.54,253.1,1017.0,0.0,0.0994,3,1,,6239.0,Transit
Kepler-126 b,,,,,,,3,1,,6221.0,Transit
Kepler-126 b,,1.47,,,,,3,1,,6311.0,Transit
Kepler-126 b,,,,,,,3,1,,6221.0,Transit
Kepler-126 b,,1.453,298.088,,,,3,1,,6270.0,Transit
Kepler-126 b,,1.52,,,,0.099,3,1,,6239.0,Transit
Kepler-126 b,,1.54,253.1,1017.0,0.0,0.0994,3,1,,6239.0,Transit
Kepler-126 b,,1.579,286.0,,,0.09712,3,1,,6270.0,Transit
Kepler-126 b,,1.439,,,0.07,,3,1,,6221.0,Transit
Kepler-126 b,,1.54,253.1,1017.0,0.0,0.0994,3,1,,6239.0,Transit
Kepler-126 c,,1.51,92.0,790.0,0.0,0.1562,3,1,,6214.0,Transit
Kepler-126 c,,,,,,,3,1,,6221.0,Transit
Kepler-126 c,,1.498,,,0.19,,3,1,,6221.0,Transit
Kepler-126 c,,1.63,112.128,,,,3,1,,6270.0,Transit
Kepler-126 c,,,,,,,3,1,,6221.0,Transit
Kepler-126 c,,,,,,,3,1,,6221.0,Transit
Kepler-126 c,,1.56,95.05,796.0,0.0,0.1622,3,1,,6239.0,Transit
Kepler-126 c,,1.608,107.4,,,0.15845,3,1,,6270.0,Transit
Kepler-126 c,,1.58,,,,0.162,3,1,,6239.0,Transit
Kepler-126 c,,1.56,95.05,796.0,0.0,0.1622,3,1,,6239.0,Transit
Kepler-126 c,,1.56,95.05,796.0,0.0,0.1622,3,1,,6239.0,Transit
Kepler-126 c,,1.79,,765.0,0.0,0.159,3,1,,6164.0,Transit
Kepler-126 c,1.27942148,1.608,,,0.0,0.1583730712,3,1,,,Transit
Kepler-126 c,,1.62,,,,,3,1,,6311.0,Transit
Kepler-126 d,,2.513,,,0.02,,3,1,,6221.0,Transit
Kepler-126 d,,,,,,,3,1,,6221.0,Transit
Kepler-126 d,,2.51,,,,,3,1,,6311.0,Transit
Kepler-126 d,,2.51,12.07,475.0,0.0,0.4312,3,1,,6214.0,Transit
Kepler-126 d,,,,,,,3,1,,6221.0,Transit
Kepler-126 d,,2.47,12.48,479.0,0.0,0.4477,3,1,,6239.0,Transit
Kepler-126 d,,2.5,,,,0.448,3,1,,6239.0,Transit
Kepler-126 d,,2.47,12.48,479.0,0.0,0.4477,3,1,,6239.0,Transit
Kepler-126 d,,,,,,,3,1,,6221.0,Transit
Kepler-126 d,54.59018723,2.538,,,0.0,0.4371236171,3,1,,,Transit
Kepler-126 d,,2.89,,461.0,0.0,0.438,3,1,,6164.0,Transit
Kepler-126 d,,2.538,14.1,,,0.43736,3,1,,6270.0,Transit
Kepler-126 d,,2.716,14.714,,,,3,1,,6270.0,Transit
Kepler-126 d,,2.47,12.48,479.0,0.0,0.4477,3,1,,6239.0,Transit
Kepler-1260 b,,,,,,,1,1,,5775.0,Transit
Kepler-1260 b,,1.45,48.51,673.0,0.0,0.1305,1,1,,5923.0,Transit
Kepler-1260 b,,,,,,,1,1,,5775.0,Transit
Kepler-1260 b,,1.45,48.51,673.0,0.0,0.1305,1,1,,5923.0,Transit
Kepler-1260 b,,2.928,171.926,,,,1,1,,5864.0,Transit
Kepler-1260 b,,1.45,48.51,673.0,0.0,0.1305,1,1,,5923.0,Transit
Kepler-1260 b,,,,,,,1,1,,5775.0,Transit
Kepler-1260 b,,1.57,,694.0,0.0,0.141,1,1,,5999.0,Transit
Kepler-1260 b,,1.77,,,,,1,1,,5961.0,Transit
Kepler-1260 b,,2.33,108.48,823.0,0.0,0.1444,1,1,,5862.0,Transit
Kepler-1261 b,,,,,,,1,1,,4865.55,Transit
Kepler-1261 b,,2.41,6.59,409.0,0.0,0.249,1,1,,5136.0,Transit
Kepler-1261 b,,2.519,4.744,,,,1,1,,4880.0,Transit
Kepler-1261 b,,2.41,6.59,409.0,0.0,0.249,1,1,,5136.0,Transit
Kepler-1261 b,,,,,,,1,1,,4865.55,Transit
Kepler-1261 b,,2.78,5.81,396.0,0.0,0.239,1,1,,4891.0,Transit
Kepler-1261 b,,2.26,,,,,1,1,,5006.0,Transit
Kepler-1261 b,,,,,,,1,1,,4865.55,Transit
Kepler-1261 b,,2.41,6.59,409.0,0.0,0.249,1,1,,5136.0,Transit
Kepler-1261 b,,2.3,,395.0,0.0,0.235,1,1,,5046.0,Transit
Kepler-1262 b,,1.8,,758.0,0.0,0.134,1,1,,6114.0,Transit
Kepler-1262 b,,1.79,191.84,949.0,0.0,0.083,1,1,,6117.0,Transit
Kepler-1262 b,,1.82,,,,,1,1,,5771.0,Transit
Kepler-1262 b,,1.91,195.43,954.0,0.0,0.0829,1,1,,6112.0,Transit
Kepler-1262 b,,,,,,,1,1,,5682.0,Transit
Kepler-1262 b,,1.91,195.43,954.0,0.0,0.0829,1,1,,6112.0,Transit
Kepler-1262 b,,1.91,195.43,954.0,0.0,0.0829,1,1,,6112.0,Transit
Kepler-1262 b,,,,,,,1,1,,5682.0,Transit
Kepler-1262 b,,1.545,142.545,,,,1,1,,6115.0,Transit
Kepler-1263 b,,1.075,144.813,,,,1,1,,5001.0,Transit
Kepler-1263 b,,,,,,,1,1,,5157.25,Transit
Kepler-1263 b,,1.14,,,,,1,1,,5213.0,Transit
Kepler-1263 b,,,,,,,1,1,,5157.25,Transit
Kepler-1263 b,,1.14,169.0,920.0,0.0,0.051,1,1,,5310.0,Transit
Kepler-1263 b,,1.14,169.0,920.0,0.0,0.051,1,1,,5310.0,Transit
Kepler-1263 b,,1.13,159.65,907.0,0.0,0.0499,1,1,,5009.0,Transit
Kepler-1263 b,,1.14,169.0,920.0,0.0,0.051,1,1,,5310.0,Transit
Kepler-1263 b,,1.03,,909.0,0.0,0.05,1,1,,5284.0,Transit
Kepler-1264 b,,1.18,,,,,1,1,,5791.0,Transit
Kepler-1264 b,,1.113,2460.8,,,0.01839,1,1,,5606.0,Transit
Kepler-1264 b,,0.99,2609.51,1823.0,0.0,0.0174,1,1,,5854.0,Transit
Kepler-1264 b,,0.99,2609.51,1823.0,0.0,0.0174,1,1,,5854.0,Transit
Kepler-1264 b,,1.25,,1895.0,0.0,0.019,1,1,,5944.0,Transit
Kepler-1264 b,,1.21,1867.0,1677.0,0.0,0.0191,1,1,,5580.0,Transit
Kepler-1264 b,,,,,,,1,1,,5695.0,Transit
Kepler-1264 b,,1.35,2367.804,,,,1,1,,5606.0,Transit
Kepler-1264 b,,0.99,2609.51,1823.0,0.0,0.0174,1,1,,5854.0,Transit
Kepler-1265 b,,1.616,58.15,,,,1,1,,4770.0,Transit
Kepler-1265 b,,1.47,68.05,732.0,0.0,0.0612,1,1,,4769.0,Transit
Kepler-1265 b,,1.47,68.05,732.0,0.0,0.0612,1,1,,4769.0,Transit
Kepler-1265 b,,,,,,,1,1,,4614.0,Transit
Kepler-1265 b,,1.47,68.05,732.0,0.0,0.0612,1,1,,4769.0,Transit
Kepler-1265 b,,,,,,,1,1,,4614.0,Transit
Kepler-1265 b,,1.75,68.05,732.0,0.0,0.0612,1,1,,4769.0,Transit
Kepler-1265 b,,1.3,,688.0,0.0,0.06,1,1,,4727.0,Transit
Kepler-1265 b,,1.35,,,,,1,1,,4630.0,Transit
Kepler-1266 b,,2.58,,,,,2,1,,5044.0,Transit
Kepler-1266 b,,2.61,13.51,489.0,0.0,0.1725,2,1,,5274.0,Transit
Kepler-1266 b,,2.1,,443.0,0.0,0.176,2,1,,5085.0,Transit
Kepler-1266 b,,2.453,10.5,,,0.16431,2,1,,4976.0,Transit
Kepler-1266 b,,,,,,,2,1,,5004.0,Transit
Kepler-1266 b,,,,,,,2,1,,5004.0,Transit
Kepler-1266 b,,2.319,10.313,,,,2,1,,4976.0,Transit
Kepler-1266 b,,,,,,,2,1,,5004.0,Transit
Kepler-1266 b,,2.61,13.51,489.0,0.0,0.1725,2,1,,5274.0,Transit
Kepler-1266 b,,2.61,13.51,489.0,0.0,0.1725,2,1,,5274.0,Transit
Kepler-1266 b,,2.64,13.5,489.0,0.0,0.1689,2,1,,4996.0,Transit
Kepler-1266 c,,1.35,,799.0,0.0,0.054,2,1,,5085.0,Transit
Kepler-1266 c,,1.56,142.59,881.0,0.0,0.0531,2,1,,5274.0,Transit
Kepler-1266 c,,1.56,142.59,881.0,0.0,0.0531,2,1,,5274.0,Transit
Kepler-1266 c,,1.94,142.39,881.0,0.0,0.052,2,1,,4996.0,Transit
Kepler-1266 c,,1.56,142.59,881.0,0.0,0.0531,2,1,,5274.0,Transit
Kepler-1266 c,,1.68023962,,,,,2,1,,4996.0,Transit
Kepler-1266 c,,,,,,,2,1,,5004.0,Transit
Kepler-1266 c,,1.466,110.4,,,0.0506,2,1,,4976.0,Transit
Kepler-1267 b,,2.2,56.45,699.0,0.0,0.1074,1,1,,5565.0,Transit
Kepler-1267 b,,3.01,,,,,1,1,,6096.0,Transit
Kepler-1267 b,,2.2,56.45,699.0,0.0,0.1074,1,1,,5565.0,Transit
Kepler-1267 b,,,,,,,1,1,,5559.0,Transit
Kepler-1267 b,,1.87,,658.0,0.0,0.108,1,1,,5363.0,Transit
Kepler-1267 b,,2.2,56.45,699.0,0.0,0.1074,1,1,,5565.0,Transit
Kepler-1267 b,,,,,,,1,1,,5559.0,Transit
Kepler-1267 b,,2.899,86.469,,,,1,1,,5512.0,Transit
Kepler-1267 b,,,,,,,1,1,,5559.0,Transit
Kepler-1267 b,,2.88,84.94,774.0,0.0,0.1057,1,1,,5514.0,Transit
Kepler-1268 b,,2.14,32.83,610.0,0.0,0.2395,1,1,,6324.0,Transit
Kepler-1268 b,,,,,,,1,1,,5882.0,Transit
Kepler-1268 b,,,,,,,1,1,,5882.0,Transit
Kepler-1268 b,,2.14,32.83,610.0,0.0,0.2395,1,1,,6324.0,Transit
Kepler-1268 b,,,,,,,1,1,,5882.0,Transit
Kepler-1268 b,,2.14,32.83,610.0,0.0,0.2395,1,1,,6324.0,Transit
Kepler-1268 b,,2.534,40.652,,,,1,1,,5850.0,Transit
Kepler-1268 b,,2.03,,,,,1,1,,5904.0,Transit
Kepler-1268 b,,1.89,,589.0,0.0,0.244,1,1,,6337.0,Transit
Kepler-1268 b,,2.41,36.5,627.0,0.0,0.2383,1,1,,5842.0,Transit
Kepler-1269 b,,1.54,31.45,604.0,0.0,0.2227,1,1,,6144.0,Transit
Kepler-1269 b,,,,,,,1,1,,5929.0,Transit
Kepler-1269 b,,1.54,31.45,604.0,0.0,0.2227,1,1,,6144.0,Transit
Kepler-1269 b,,,,,,,1,1,,5929.0,Transit
Kepler-1269 b,,,,,,,1,1,,5929.0,Transit
Kepler-1269 b,,2.408,59.9,,,0.23611,1,1,,5937.0,Transit
Kepler-1269 b,,1.54,31.45,604.0,0.0,0.2227,1,1,,6144.0,Transit
Kepler-1269 b,,2.5,44.17,657.0,0.0,0.226,1,1,,5623.0,Transit
Kepler-1269 b,,2.798,69.004,,,,1,1,,5937.0,Transit
Kepler-1269 b,,1.61,,599.0,0.0,0.222,1,1,,6115.0,Transit
Kepler-1269 b,,1.63,,,,,1,1,,5998.0,Transit
Kepler-127 b,,1.52,,,0.47,,3,1,,6066.19,Transit
Kepler-127 b,,,,,,,3,1,,6066.19,Transit
Kepler-127 b,,1.491,154.6,,,0.125,3,1,,6125.0,Transit
Kepler-127 b,,1.46,148.23,890.0,0.0,0.1245,3,1,,6106.0,Transit
Kepler-127 b,,1.46,148.23,890.0,0.0,0.1245,3,1,,6106.0,Transit
Kepler-127 b,,1.5,,,,,3,1,,6225.0,Transit
Kepler-127 b,,1.46,144.45,884.0,0.0,0.1242,3,1,,6075.0,Transit
Kepler-127 b,,1.46,148.23,890.0,0.0,0.1245,3,1,,6106.0,Transit
Kepler-127 b,,,,,,,3,1,,6066.19,Transit
Kepler-127 b,,,,,,,3,1,,6066.19,Transit
Kepler-127 b,,1.41,,865.0,0.0,0.126,3,1,,6169.0,Transit
Kepler-127 b,,1.4,,,,0.125,3,1,,6106.0,Transit
Kepler-127 b,,1.506,159.163,,,,3,1,,6125.0,Transit
Kepler-127 c,,2.581,61.688,,,,3,1,,6125.0,Transit
Kepler-127 c,,2.459,59.9,,,0.2008,3,1,,6125.0,Transit
Kepler-127 c,,2.42,57.38,702.0,0.0,0.2001,3,1,,6106.0,Transit
Kepler-127 c,,2.39,,,,,3,1,,6225.0,Transit
Kepler-127 c,,2.33,,683.0,0.0,0.202,3,1,,6169.0,Transit
Kepler-127 c,,2.42,57.38,702.0,0.0,0.2001,3,1,,6106.0,Transit
Kepler-127 c,,,,,,,3,1,,6066.19,Transit
Kepler-127 c,,2.42,57.38,702.0,0.0,0.2001,3,1,,6106.0,Transit
Kepler-127 c,,2.66,,,,0.2,3,1,,6106.0,Transit
Kepler-127 c,,2.5,55.98,698.0,0.0,0.1995,3,1,,6075.0,Transit
Kepler-127 c,,,,,,,3,1,,6066.19,Transit
Kepler-127 c,,,,,,,3,1,,6066.19,Transit
Kepler-127 c,,2.389,,,0.03,,3,1,,6066.19,Transit
Kepler-127 d,,2.668,,,0.03,,3,1,,6066.19,Transit
Kepler-127 d,,2.591,30.6,,,0.28088,3,1,,6125.0,Transit
Kepler-127 d,,2.54,,,,,3,1,,6225.0,Transit
Kepler-127 d,,,,,,,3,1,,6066.19,Transit
Kepler-127 d,,2.51,,578.0,0.0,0.282,3,1,,6169.0,Transit
Kepler-127 d,,2.64,,,,0.28,3,1,,6106.0,Transit
Kepler-127 d,,2.48,28.6,590.0,0.0,0.2791,3,1,,6075.0,Transit
Kepler-127 d,,2.554,31.519,,,,3,1,,6125.0,Transit
Kepler-127 d,,2.54,29.33,593.0,0.0,0.2799,3,1,,6106.0,Transit
Kepler-127 d,,,,,,,3,1,,6066.19,Transit
Kepler-127 d,,2.54,29.33,593.0,0.0,0.2799,3,1,,6106.0,Transit
Kepler-127 d,,,,,,,3,1,,6066.19,Transit
Kepler-127 d,,2.54,29.33,593.0,0.0,0.2799,3,1,,6106.0,Transit
Kepler-1270 b,,,,,,,1,1,,4995.14,Transit
Kepler-1270 b,,3.34,1540.84,1598.0,0.0,0.0663,1,1,,4924.0,Transit
Kepler-1270 b,,3.01,1086.18,1464.0,0.0,0.0712,1,1,,5190.0,Transit
Kepler-1270 b,,3.32,,,,,1,1,,5047.0,Transit
Kepler-1270 b,,,,,,,1,1,,4995.14,Transit
Kepler-1270 b,,3.01,1086.18,1464.0,0.0,0.0712,1,1,,5190.0,Transit
Kepler-1270 b,,3.12,,1482.0,0.0,0.072,1,1,,5172.0,Transit
Kepler-1270 b,,3.01,1086.18,1464.0,0.0,0.0712,1,1,,5190.0,Transit
Kepler-1270 b,,2.872,1217.395,,,,1,1,,5005.0,Transit
Kepler-1270 b,,,,,,,1,1,,4995.14,Transit
Kepler-1270 b,,3.113,1026.2,,,0.07045,1,1,,5005.0,Transit
Kepler-1271 b,,,,,,,1,1,,6050.0,Transit
Kepler-1271 b,,1.62,1148.47,1484.0,0.0,0.0418,1,1,,6123.0,Transit
Kepler-1271 b,,1.2,788.13,1351.0,0.0,0.0423,1,1,,6184.0,Transit
Kepler-1271 b,,1.2,788.13,1351.0,0.0,0.0423,1,1,,6184.0,Transit
Kepler-1271 b,,1.15,,1344.0,0.0,0.042,1,1,,6176.0,Transit
Kepler-1271 b,,1.48,,,,,1,1,,6143.0,Transit
Kepler-1271 b,,,,,,,1,1,,6050.0,Transit
Kepler-1271 b,,1.331,911.3,,,0.04233,1,1,,6099.0,Transit
Kepler-1271 b,,1.2,788.13,1351.0,0.0,0.0423,1,1,,6184.0,Transit
Kepler-1271 b,,1.498,975.181,,,,1,1,,6099.0,Transit
Kepler-1272 b,,,,,,,1,1,,5807.0,Transit
Kepler-1272 b,,2.41,20.38,542.0,0.0,0.2704,1,1,,6071.0,Transit
Kepler-1272 b,,3.157,34.433,,,,1,1,,6070.0,Transit
Kepler-1272 b,,2.7,,541.0,0.0,0.272,1,1,,6057.0,Transit
Kepler-1272 b,,,,,,,1,1,,5807.0,Transit
Kepler-1272 b,,2.37,,,,,1,1,,5926.0,Transit
Kepler-1272 b,,2.41,20.38,542.0,0.0,0.2704,1,1,,6071.0,Transit
Kepler-1272 b,,2.43,20.36,542.0,0.0,0.2705,1,1,,6071.0,Transit
Kepler-1272 b,,2.41,20.38,542.0,0.0,0.2704,1,1,,6071.0,Transit
Kepler-1272 b,,,,,,,1,1,,5807.0,Transit
Kepler-1273 b,,2.59,25.54,573.0,0.0,0.1857,1,1,,5774.0,Transit
Kepler-1273 b,,,,,,,1,1,,5437.0,Transit
Kepler-1273 b,,1.818,14.877,,,,1,1,,5768.0,Transit
Kepler-1273 b,,2.59,25.54,573.0,0.0,0.1857,1,1,,5774.0,Transit
Kepler-1273 b,,,,,,,1,1,,5437.0,Transit
Kepler-1273 b,,2.3,,542.0,0.0,0.18,1,1,,5679.0,Transit
Kepler-1273 b,,2.49,,,,,1,1,,5566.0,Transit
Kepler-1273 b,,,,,,,1,1,,5437.0,Transit
Kepler-1273 b,,2.38,25.54,573.0,0.0,0.1857,1,1,,5774.0,Transit
Kepler-1273 b,,2.59,25.54,573.0,0.0,0.1857,1,1,,5774.0,Transit
Kepler-1274 b,,1.31,902.05,1398.0,0.0,0.0799,1,1,,6131.0,Transit
Kepler-1274 b,,1.31,902.05,1398.0,0.0,0.0799,1,1,,6131.0,Transit
Kepler-1274 b,,,,,,,1,1,,5972.25,Transit
Kepler-1274 b,,,,,,,1,1,,5972.25,Transit
Kepler-1274 b,,1.32,923.1,,,0.08161,1,1,,6198.0,Transit
Kepler-1274 b,,1.31,902.05,1398.0,0.0,0.0799,1,1,,6131.0,Transit
Kepler-1274 b,,1.436,975.81,,,,1,1,,6198.0,Transit
Kepler-1274 b,,1.42,865.81,1384.0,0.0,0.0806,1,1,,6054.0,Transit
Kepler-1274 b,,1.42,,,,,1,1,,6179.0,Transit
Kepler-1274 b,,0.78,,1139.0,0.0,0.075,1,1,,6321.0,Transit
Kepler-1275 b,,,,,,,1,1,,6048.32,Transit
Kepler-1275 b,,,,,,,1,1,,6048.32,Transit
Kepler-1275 b,,1.19,717.83,1320.0,0.0,0.0477,1,1,,6269.0,Transit
Kepler-1275 b,,1.19,717.83,1320.0,0.0,0.0477,1,1,,6269.0,Transit
Kepler-1275 b,,1.22,,1290.0,0.0,0.048,1,1,,6269.0,Transit
Kepler-1275 b,,1.48,,,,,1,1,,6296.0,Transit
Kepler-1275 b,,1.19,717.83,1320.0,0.0,0.0477,1,1,,6269.0,Transit
Kepler-1275 b,,1.32,828.52,1368.0,0.0,0.0488,1,1,,6078.0,Transit
Kepler-1275 b,,1.313,822.484,,,,1,1,,6081.0,Transit
Kepler-1276 b,,,,,,,1,1,,6257.0,Transit
Kepler-1276 b,,,,,,,1,1,,6257.0,Transit
Kepler-1276 b,,1.18,,931.0,0.0,0.112,1,1,,6482.0,Transit
Kepler-1276 b,,1.09,161.43,909.0,0.0,0.1055,1,1,,6456.0,Transit
Kepler-1276 b,,1.09,161.43,909.0,0.0,0.1055,1,1,,6456.0,Transit
Kepler-1276 b,,1.19,,,,,1,1,,6188.0,Transit
Kepler-1276 b,,1.047,139.77,,,,1,1,,6145.0,Transit
Kepler-1276 b,,1.117,132.6,,,0.10863,1,1,,6145.0,Transit
Kepler-1276 b,,1.09,161.43,909.0,0.0,0.1055,1,1,,6456.0,Transit
Kepler-1276 b,,1.09,145.82,886.0,0.0,0.1072,1,1,,6084.0,Transit
Kepler-1276 b,,,,,,,1,1,,6257.0,Transit
Kepler-1277 b,,1.32,11.95,474.0,0.0,0.2128,1,1,,5670.0,Transit
Kepler-1277 b,,1.37,,491.0,0.0,0.229,1,1,,5744.0,Transit
Kepler-1277 b,,1.32,11.95,474.0,0.0,0.2128,1,1,,5670.0,Transit
Kepler-1277 b,,1.6,,,,,1,1,,5578.0,Transit
Kepler-1277 b,,,,,,,1,1,,5613.0,Transit
Kepler-1277 b,,1.5,14.3,496.0,0.0,0.2237,1,1,,5529.0,Transit
Kepler-1277 b,,1.482,12.4,,,0.21857,1,1,,5478.0,Transit
Kepler-1277 b,,1.408,12.11,,,,1,1,,5478.0,Transit
Kepler-1277 b,,,,,,,1,1,,5613.0,Transit
Kepler-1277 b,,1.32,11.95,474.0,0.0,0.2128,1,1,,5670.0,Transit
Kepler-1277 b,,,,,,,1,1,,5613.0,Transit
Kepler-1278 b,,1.257,1314.67,,,,1,1,,6010.0,Transit
Kepler-1278 b,,0.77,511.14,1213.0,0.0,0.0419,1,1,,6075.0,Transit
Kepler-1278 b,,0.77,511.14,1213.0,0.0,0.0419,1,1,,6075.0,Transit
Kepler-1278 b,,,,,,,1,1,,6022.0,Transit
Kepler-1278 b,,0.77,511.14,1213.0,0.0,0.0419,1,1,,6075.0,Transit
Kepler-1278 b,,,,,,,1,1,,6022.0,Transit
Kepler-1278 b,,1.01,,,,,1,1,,6074.0,Transit
Kepler-1278 b,,1.231,1137.0,,,0.04417,1,1,,6010.0,Transit
Kepler-1278 b,,0.77,511.14,1213.0,0.0,0.0419,1,1,,6075.0,Transit
Kepler-1278 b,,1.08,,1269.0,0.0,0.044,1,1,,6110.0,Transit
Kepler-1279 b,,,,,,,1,1,,6044.0,Transit
Kepler-1279 b,,2.454,148.7,,,0.1785,1,1,,6174.0,Transit
Kepler-1279 b,,,,,,,1,1,,6044.0,Transit
Kepler-1279 b,,,,,,,1,1,,6044.0,Transit
Kepler-1279 b,,1.42,,740.0,0.0,0.168,1,1,,6392.0,Transit
Kepler-1279 b,,1.75,,,,,1,1,,6221.0,Transit
Kepler-1279 b,,1.34,70.05,738.0,0.0,0.1633,1,1,,6384.0,Transit
Kepler-1279 b,,1.44,70.05,738.0,0.0,0.1633,1,1,,6384.0,Transit
Kepler-1279 b,,2.363,190.851,,,,1,1,,6174.0,Transit
Kepler-1279 b,,1.44,70.05,738.0,0.0,0.1633,1,1,,6384.0,Transit
Kepler-1279 b,,1.44,70.05,738.0,0.0,0.1633,1,1,,6384.0,Transit
Kepler-128 b,,1.477,227.398,,,,2,1,,6081.0,Transit
Kepler-128 b,,1.43,209.9,971.0,0.0,0.1263,2,1,,6072.0,Transit
Kepler-128 b,9.1,,,,,,2,1,,,Transit
Kepler-128 b,,,,,,,2,1,,6083.0,Transit
Kepler-128 b,,1.43,209.9,971.0,0.0,0.1263,2,1,,6072.0,Transit
Kepler-128 b,,1.429,,,0.0,0.1253869572,2,1,,,Transit
Kepler-128 b,,1.42,207.64,968.0,0.0,0.1231,2,1,,6063.0,Transit
Kepler-128 b,0.77,1.43,,,,,2,1,,,Transit
Kepler-128 b,,1.43,209.9,971.0,0.0,0.1263,2,1,,6072.0,Transit
Kepler-128 b,2.47,,,,,,2,1,,,Transit
Kepler-128 b,,1.2,,970.0,,0.1264,2,1,,6072.0,Transit
Kepler-128 b,42.7,1.13,,,,,2,1,,,Transit
Kepler-128 b,30.7,1.13,,,,,2,1,,,Transit
Kepler-128 b,,1.429,215.0,,,0.12545,2,1,,6081.0,Transit
Kepler-128 b,,1.48,,,,,2,1,,6136.0,Transit
Kepler-128 b,,1.13,,940.0,0.0,0.127,2,1,,6090.0,Transit
Kepler-128 b,3.79,1.421,,,,,2,1,,6072.0,Transit
Kepler-128 b,,,,,,,2,1,,6083.0,Transit
Kepler-128 c,8.4,,,,,,2,1,,,Transit
Kepler-128 c,,,,,,,2,1,,6083.0,Transit
Kepler-128 c,,1.48,,,,,2,1,,6136.0,Transit
Kepler-128 c,,1.21,,845.0,,0.1664,2,1,,6072.0,Transit
