,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff,discoverymethod
32032,Kepler-80 e,2.1,1.3,,,,,6,1,,,Transit
32033,Kepler-80 e,6.3,,,,,,6,1,,,Transit
32034,Kepler-80 e,2.97,1.33,,,0.0035,,6,1,K5,4540.0,Transit
32035,Kepler-80 e,,1.69,,,,,6,1,,4638.0,Transit
32036,Kepler-80 f,,,,,,,6,1,,4613.0,Transit
32037,Kepler-80 f,,,,,,,6,1,,4613.0,Transit
32038,Kepler-80 f,,1.21,,,,0.0175,6,1,K5,4540.0,Transit
32039,Kepler-80 f,,1.182,639.4,,,0.01744,6,1,,4665.0,Transit
32040,Kepler-80 f,,1.17,,1256.0,0.0,0.017,6,1,,4613.0,Transit
32041,Kepler-80 f,,1.0,291.55,1054.0,0.0,0.0163,6,1,,4040.0,Transit
32042,Kepler-80 f,,1.0,291.55,1054.0,0.0,0.0163,6,1,,4040.0,Transit
32043,Kepler-80 f,12651.5,,,,,,6,1,,,Transit
32044,Kepler-80 f,,1.0,291.55,1054.0,0.0,0.0163,6,1,,4040.0,Transit
32045,Kepler-80 f,,1.432,750.964,,,,6,1,,4665.0,Transit
32046,Kepler-80 f,,1.031,,,0.186,,6,1,K5,4540.0,Transit
32047,Kepler-80 f,,1.19,292.35,1054.0,0.0,0.0162,6,1,,4041.0,Transit
32048,Kepler-80 f,,1.23,,,,,6,1,,4638.0,Transit
32049,Kepler-80 f,4459.73,,,,,,6,1,,,Transit
32050,Kepler-80 g,1.0,,,,0.02,,6,1,,,Transit
32051,Kepler-80 g,,1.13,,418.0,,,6,1,,4540.0,Transit
32052,Kepler-80 g,3.12737,,,,,,6,1,,,Transit
32053,Kepler-80 g,0.8,,,,,,6,1,,,Transit
32054,Kepler-80 g,0.065,1.05,,,0.1303,,6,1,K5,4540.0,Transit
32055,Kepler-80 g,1.96262,,,,,,6,1,,,Transit
32056,Kepler-800 b,,2.91,49.68,677.0,0.0,0.1107,1,1,,5626.0,Transit
32057,Kepler-800 b,,,,,,,1,1,,5293.0,Transit
32058,Kepler-800 b,,3.2,,676.0,0.0,0.111,1,1,,5612.0,Transit
32059,Kepler-800 b,,,,,,,1,1,,5293.0,Transit
32060,Kepler-800 b,,2.877,44.872,,,,1,1,,5621.0,Transit
32061,Kepler-800 b,,2.91,49.68,677.0,0.0,0.1107,1,1,,5626.0,Transit
32062,Kepler-800 b,,,,,,,1,1,,5293.0,Transit
32063,Kepler-800 b,,2.91,49.68,677.0,0.0,0.1107,1,1,,5626.0,Transit
32064,Kepler-800 b,,2.85,,,,,1,1,,5315.0,Transit
32065,Kepler-800 b,,3.02,49.18,675.0,0.0,0.1106,1,1,,5616.0,Transit
32066,Kepler-801 b,,1.55,7.29,419.0,0.0,0.0793,1,1,,3822.0,Transit
32067,Kepler-801 b,,2.0,,,,,1,1,,4435.0,Transit
32068,Kepler-801 b,,,,,,,1,1,,4390.0,Transit
32069,Kepler-801 b,,1.48,7.32,419.0,0.0,0.0795,1,1,,3823.0,Transit
32070,Kepler-801 b,,2.072,14.442,,,,1,1,,3822.0,Transit
32071,Kepler-801 b,,1.55,7.29,419.0,0.0,0.0793,1,1,,3822.0,Transit
32072,Kepler-801 b,,,,,,,1,1,,4390.0,Transit
32073,Kepler-801 b,,1.55,7.29,419.0,0.0,0.0793,1,1,,3822.0,Transit
32074,Kepler-801 b,,,,,,,1,1,,4390.0,Transit
32075,Kepler-801 b,,2.05,,524.0,0.0,0.085,1,1,,4482.0,Transit
32076,Kepler-802 b,,3.5,,478.0,0.0,0.224,1,1,,5639.0,Transit
32077,Kepler-802 b,,3.403,13.508,,,,1,1,,5679.0,Transit
32078,Kepler-802 b,,3.46,13.66,490.0,0.0,0.2272,1,1,,5674.0,Transit
32079,Kepler-802 b,,,,,,,1,1,,5401.0,Transit
32080,Kepler-802 b,,3.54,,,,,1,1,,5507.0,Transit
32081,Kepler-802 b,,,,,,,1,1,,5401.0,Transit
32082,Kepler-802 b,,3.46,13.66,490.0,0.0,0.2272,1,1,,5674.0,Transit
32083,Kepler-802 b,,,,,,,1,1,,5401.0,Transit
32084,Kepler-802 b,,3.46,13.66,490.0,0.0,0.2272,1,1,,5674.0,Transit
32085,Kepler-802 b,,3.43,13.57,489.0,0.0,0.2265,1,1,,5668.0,Transit
32086,Kepler-803 b,,,,,,,1,1,,5928.59,Transit
32087,Kepler-803 b,,3.963,20.882,,,,1,1,,5854.0,Transit
32088,Kepler-803 b,,,,,,,1,1,,5928.59,Transit
32089,Kepler-803 b,,3.2,12.44,479.0,0.0,0.2551,1,1,,5642.0,Transit
32090,Kepler-803 b,,3.2,12.44,479.0,0.0,0.2551,1,1,,5642.0,Transit
32091,Kepler-803 b,,4.003,20.6,,,0.26721,1,1,,5854.0,Transit
32092,Kepler-803 b,,3.2,,475.0,0.0,0.256,1,1,,5625.0,Transit
32093,Kepler-803 b,,3.2,12.44,479.0,0.0,0.2551,1,1,,5642.0,Transit
32094,Kepler-803 b,,3.79,,,,,1,1,,5919.0,Transit
32095,Kepler-803 b,,,,,,,1,1,,5928.59,Transit
32096,Kepler-803 b,,3.88,20.59,543.0,0.0,0.2678,1,1,,5900.0,Transit
32097,Kepler-804 b,,1.94,,,,,2,1,,5817.0,Transit
32098,Kepler-804 b,,1.9,81.7,767.0,0.0,0.1138,2,1,,5775.0,Transit
32099,Kepler-804 b,,,,,,,2,1,,5734.31,Transit
32100,Kepler-804 b,,,,,,,2,1,,5734.31,Transit
32101,Kepler-804 b,,1.94,87.24,779.0,0.0,0.1137,2,1,,5768.0,Transit
32102,Kepler-804 b,,1.9,81.7,767.0,0.0,0.1138,2,1,,5775.0,Transit
32103,Kepler-804 b,,1.9,81.7,767.0,0.0,0.1138,2,1,,5775.0,Transit
32104,Kepler-804 b,,1.56,,712.0,0.0,0.115,2,1,,5835.0,Transit
32105,Kepler-804 b,,1.938,82.3,,,0.11287,2,1,,5705.0,Transit
32106,Kepler-804 b,,1.935,83.427,,,,2,1,,5705.0,Transit
32107,Kepler-804 b,,,,,,,2,1,,5734.31,Transit
32108,Kepler-804 c,,1.17,138.84,875.0,0.0,0.0873,2,1,,5775.0,Transit
32109,Kepler-804 c,,,,,,,2,1,,5734.31,Transit
32110,Kepler-804 c,,0.88,,813.0,0.0,0.088,2,1,,5835.0,Transit
32111,Kepler-804 c,,1.08,148.32,890.0,0.0,0.0872,2,1,,5768.0,Transit
32112,Kepler-804 c,,1.074,141.839,,,,2,1,,5705.0,Transit
32113,Kepler-804 c,,1.17,138.84,875.0,0.0,0.0873,2,1,,5775.0,Transit
32114,Kepler-804 c,,1.17,138.84,875.0,0.0,0.0873,2,1,,5775.0,Transit
32115,Kepler-804 c,,1.198,140.0,,,0.08654,2,1,,5705.0,Transit
32116,Kepler-804 c,,1.14,,,,,2,1,,5817.0,Transit
32117,Kepler-804 c,,,,,,,2,1,,5734.31,Transit
32118,Kepler-805 b,,2.89,,,,,1,1,,6112.0,Transit
32119,Kepler-805 b,,2.75,75.47,752.0,0.0,0.1996,1,1,,6034.0,Transit
32120,Kepler-805 b,,3.144,86.473,,,,1,1,,6112.0,Transit
32121,Kepler-805 b,,2.808,83.8,,,0.19852,1,1,,6112.0,Transit
32122,Kepler-805 b,,2.75,75.47,752.0,0.0,0.1996,1,1,,6034.0,Transit
32123,Kepler-805 b,,2.75,75.47,752.0,0.0,0.1996,1,1,,6034.0,Transit
32124,Kepler-805 b,,,,,,,1,1,,6099.13,Transit
32125,Kepler-805 b,,3.0,,804.0,0.0,0.2,1,1,,5873.0,Transit
32126,Kepler-805 b,,,,,,,1,1,,6099.13,Transit
32127,Kepler-805 b,,,,,,,1,1,,6099.13,Transit
32128,Kepler-805 b,,3.01,72.05,743.0,0.0,0.1978,1,1,,5977.0,Transit
32129,Kepler-806 b,,,,,,,1,1,,5664.08,Transit
32130,Kepler-806 b,,,,,,,1,1,,5664.08,Transit
32131,Kepler-806 b,,1.46,,1150.0,0.0,0.078,1,1,,5671.0,Transit
32132,Kepler-806 b,,1.506,399.7,,,0.07684,1,1,,5737.0,Transit
32133,Kepler-806 b,,1.623,413.603,,,,1,1,,5737.0,Transit
32134,Kepler-806 b,,1.44,331.65,1089.0,0.0,0.0764,1,1,,5774.0,Transit
32135,Kepler-806 b,,1.86,549.98,1235.0,0.0,0.0786,1,1,,5662.0,Transit
32136,Kepler-806 b,,1.86,549.98,1235.0,0.0,0.0786,1,1,,5662.0,Transit
32137,Kepler-806 b,,1.86,549.98,1235.0,0.0,0.0786,1,1,,5662.0,Transit
32138,Kepler-806 b,,1.14,,,,,1,1,,5770.0,Transit
32139,Kepler-808 b,,1.1,726.72,1324.0,0.0,0.0116,1,1,,4441.0,Transit
32140,Kepler-808 b,,1.524,1428.3,,,0.01314,1,1,,4759.0,Transit
32141,Kepler-808 b,,1.1,726.72,1324.0,0.0,0.0116,1,1,,4441.0,Transit
32142,Kepler-808 b,,1.2,726.72,1322.0,0.0,0.0116,1,1,,4441.0,Transit
32143,Kepler-808 b,,,,,,,1,1,,4536.81,Transit
32144,Kepler-808 b,,1.46,,,,,1,1,,4653.0,Transit
32145,Kepler-808 b,,,,,,,1,1,,4536.81,Transit
32146,Kepler-808 b,,1.1,726.72,1324.0,0.0,0.0116,1,1,,4441.0,Transit
32147,Kepler-808 b,,1.34,,1461.0,0.0,0.012,1,1,,4602.0,Transit
32148,Kepler-808 b,,,,,,,1,1,,4536.81,Transit
32149,Kepler-809 b,,2.7,,463.0,0.0,0.286,1,1,,5908.0,Transit
32150,Kepler-809 b,,3.13,12.33,478.0,0.0,0.2901,1,1,,5949.0,Transit
32151,Kepler-809 b,,2.96,12.33,478.0,0.0,0.2901,1,1,,5949.0,Transit
32152,Kepler-809 b,,2.96,12.33,478.0,0.0,0.2901,1,1,,5949.0,Transit
32153,Kepler-809 b,,,,,,,1,1,,5686.0,Transit
32154,Kepler-809 b,,,,,,,1,1,,5686.0,Transit
32155,Kepler-809 b,,2.96,12.33,478.0,0.0,0.2901,1,1,,5949.0,Transit
32156,Kepler-809 b,,3.226,13.155,,,,1,1,,5952.0,Transit
32157,Kepler-809 b,,3.01,,,,,1,1,,5734.0,Transit
32158,Kepler-81 b,,1.98,20.31,541.0,0.0,0.0524,3,1,,3896.0,Transit
32159,Kepler-81 b,,2.368,39.95,,,,3,1,,4263.0,Transit
32160,Kepler-81 b,,1.98,20.31,541.0,0.0,0.0524,3,1,,3896.0,Transit
32161,Kepler-81 b,,2.796,40.325,,,,3,1,,4263.0,Transit
32162,Kepler-81 b,,2.42,,,,,3,1,,,Transit
32163,Kepler-81 b,,2.06,20.25,,,,3,1,,4500.0,Transit
32164,Kepler-81 b,,1.92,,541.0,,0.0522,3,1,M0 V,3896.0,Transit
32165,Kepler-81 b,,1.98,20.31,541.0,0.0,0.0524,3,1,,3896.0,Transit
32166,Kepler-81 b,,2.33,38.52,635.0,0.0,0.0554,3,1,,4261.0,Transit
32167,Kepler-81 b,17.2,2.8,,,,,3,1,,,Transit
32168,Kepler-81 b,,,,,,,3,1,,4500.0,Transit
32169,Kepler-81 b,,,,,,,3,1,,4500.0,Transit
32170,Kepler-81 b,,,,,,,3,1,,4500.0,Transit
32171,Kepler-81 b,,2.49,,,,,3,1,,4385.0,Transit
32172,Kepler-81 b,,2.54,,646.0,0.0,0.056,3,1,,4500.0,Transit
32173,Kepler-81 c,,2.37,,,,,3,1,,,Transit
32174,Kepler-81 c,,1.75,,428.0,,0.08347,3,1,M0 V,3896.0,Transit
32175,Kepler-81 c,,2.45,,513.0,0.0,0.089,3,1,,4500.0,Transit
32176,Kepler-81 c,,2.219,15.62,,,,3,1,,4263.0,Transit
32177,Kepler-81 c,,,,,,,3,1,,4500.0,Transit
32178,Kepler-81 c,,1.87,7.96,428.0,0.0,0.0837,3,1,,3896.0,Transit
32179,Kepler-81 c,,,,,,,3,1,,4500.0,Transit
32180,Kepler-81 c,,1.87,7.92,,,,3,1,,4500.0,Transit
32181,Kepler-81 c,,,,,,,3,1,,4500.0,Transit
32182,Kepler-81 c,,1.87,7.96,428.0,0.0,0.0837,3,1,,3896.0,Transit
32183,Kepler-81 c,,2.703,15.773,,,,3,1,,4263.0,Transit
32184,Kepler-81 c,,2.18,15.06,502.0,0.0,0.0886,3,1,,4261.0,Transit
32185,Kepler-81 c,,1.87,7.96,428.0,0.0,0.0837,3,1,,3896.0,Transit
32186,Kepler-81 c,4.3,2.7,,,,,3,1,,,Transit
32187,Kepler-81 c,,2.35,,,,,3,1,,4385.0,Transit
32188,Kepler-81 d,,1.28,,,,,3,1,,4385.0,Transit
32189,Kepler-81 d,,1.02,3.83,357.0,0.0,0.1207,3,1,,3896.0,Transit
32190,Kepler-81 d,,1.05,3.81,,,,3,1,,4500.0,Transit
32191,Kepler-81 d,,1.441,7.507,,,,3,1,,4263.0,Transit
32192,Kepler-81 d,,1.02,3.83,357.0,0.0,0.1207,3,1,,3896.0,Transit
32193,Kepler-81 d,,,,,,,3,1,,4500.0,Transit
32194,Kepler-81 d,,1.21,,,,0.128,3,1,,4500.0,Transit
32195,Kepler-81 d,,1.534,7.59,,,,3,1,,4263.0,Transit
32196,Kepler-81 d,,,,,,,3,1,,4500.0,Transit
32197,Kepler-81 d,,1.39,,427.0,0.0,0.128,3,1,,4500.0,Transit
32198,Kepler-81 d,,1.42,7.24,418.0,0.0,0.1278,3,1,,4261.0,Transit
32199,Kepler-81 d,,,,,,,3,1,,4500.0,Transit
32200,Kepler-81 d,,1.02,3.83,357.0,0.0,0.1207,3,1,,3896.0,Transit
32201,Kepler-810 b,,1.74,352.4,1105.0,0.0,0.055,1,1,,5999.0,Transit
32202,Kepler-810 b,,,,,,,1,1,,5592.0,Transit
32203,Kepler-810 b,,1.681,350.597,,,,1,1,,6009.0,Transit
32204,Kepler-810 b,,1.74,352.4,1105.0,0.0,0.055,1,1,,5999.0,Transit
32205,Kepler-810 b,,1.93,,,,,1,1,,5803.0,Transit
32206,Kepler-810 b,,1.55,,1081.0,0.0,0.055,1,1,,5973.0,Transit
32207,Kepler-810 b,,1.74,352.4,1105.0,0.0,0.055,1,1,,5999.0,Transit
32208,Kepler-810 b,,1.69,352.4,1105.0,0.0,0.055,1,1,,5999.0,Transit
32209,Kepler-810 b,,,,,,,1,1,,5592.0,Transit
32210,Kepler-811 b,,2.16,,630.0,0.0,0.162,1,1,,5956.0,Transit
32211,Kepler-811 b,,3.182,74.1,,,0.15911,1,1,,5639.0,Transit
32212,Kepler-811 b,,2.07,38.49,635.0,0.0,0.1612,1,1,,5973.0,Transit
32213,Kepler-811 b,,2.07,38.49,635.0,0.0,0.1612,1,1,,5973.0,Transit
32214,Kepler-811 b,,,,,,,1,1,,5610.15,Transit
32215,Kepler-811 b,,,,,,,1,1,,5610.15,Transit
32216,Kepler-811 b,,2.7,,,,,1,1,,5747.0,Transit
32217,Kepler-811 b,,2.07,38.49,635.0,0.0,0.1612,1,1,,5973.0,Transit
32218,Kepler-811 b,,,,,,,1,1,,5610.15,Transit
32219,Kepler-811 b,,3.0,66.96,730.0,0.0,0.1583,1,1,,5655.0,Transit
32220,Kepler-811 b,,3.263,78.59,,,,1,1,,5639.0,Transit
32221,Kepler-812 b,,2.8,,1170.0,0.0,0.102,1,1,,7110.0,Transit
32222,Kepler-812 b,,3.021,421.917,,,,1,1,,6312.0,Transit
32223,Kepler-812 b,,3.16,538.23,1228.0,0.0,0.1021,1,1,,7138.0,Transit
32224,Kepler-812 b,,,,,,,1,1,,6720.56,Transit
32225,Kepler-812 b,,3.55,,,,,1,1,,6761.0,Transit
32226,Kepler-812 b,,3.16,538.23,1228.0,0.0,0.1021,1,1,,7138.0,Transit
32227,Kepler-812 b,,3.07,433.41,1163.0,0.0,0.1024,1,1,,6306.0,Transit
32228,Kepler-812 b,,,,,,,1,1,,6720.56,Transit
32229,Kepler-812 b,,,,,,,1,1,,6720.56,Transit
32230,Kepler-812 b,,3.16,538.23,1228.0,0.0,0.1021,1,1,,7138.0,Transit
32231,Kepler-813 b,,4.23,105.25,817.0,0.0,0.1439,1,1,,5372.0,Transit
32232,Kepler-813 b,,2.27,56.04,698.0,0.0,0.1424,1,1,,6061.0,Transit
32233,Kepler-813 b,,2.27,56.04,698.0,0.0,0.1424,1,1,,6061.0,Transit
32234,Kepler-813 b,,,,,,,1,1,,5730.59,Transit
32235,Kepler-813 b,,,,,,,1,1,,5730.59,Transit
32236,Kepler-813 b,,,,,,,1,1,,5730.59,Transit
32237,Kepler-813 b,,2.14,,,,,1,1,,5743.0,Transit
32238,Kepler-813 b,,2.27,56.04,698.0,0.0,0.1424,1,1,,6061.0,Transit
32239,Kepler-813 b,,2.2,,692.0,0.0,0.142,1,1,,6042.0,Transit
32240,Kepler-814 b,,1.78,337.87,1093.0,0.0,0.0676,1,1,,6341.0,Transit
32241,Kepler-814 b,,1.78,337.87,1093.0,0.0,0.0676,1,1,,6341.0,Transit
32242,Kepler-814 b,,2.12,,,,,1,1,,6162.0,Transit
32243,Kepler-814 b,,,,,,,1,1,,6107.0,Transit
32244,Kepler-814 b,,1.78,337.87,1093.0,0.0,0.0676,1,1,,6341.0,Transit
32245,Kepler-814 b,,,,,,,1,1,,6107.0,Transit
32246,Kepler-814 b,,2.04,433.72,1164.0,0.0,0.0695,1,1,,6110.0,Transit
32247,Kepler-814 b,,2.997,935.124,,,,1,1,,6111.0,Transit
32248,Kepler-814 b,,1.68,,1114.0,0.0,0.069,1,1,,6367.0,Transit
32249,Kepler-815 b,,4.26,841.68,1374.0,0.0,0.0888,1,1,,4986.0,Transit
32250,Kepler-815 b,,,,,,,1,1,,4982.09,Transit
32251,Kepler-815 b,,4.358,809.0,,,0.09473,1,1,,5074.0,Transit
32252,Kepler-815 b,,4.43,893.72,1394.0,0.0,0.0905,1,1,,5048.0,Transit
32253,Kepler-815 b,,4.11,,,,,1,1,,5028.0,Transit
32254,Kepler-815 b,,,,,,,1,1,,4982.09,Transit
32255,Kepler-815 b,,3.47,,1230.0,0.0,0.09,1,1,,5124.0,Transit
32256,Kepler-815 b,,4.432,979.136,,,,1,1,,5074.0,Transit
32257,Kepler-815 b,,4.43,893.72,1394.0,0.0,0.0905,1,1,,5048.0,Transit
32258,Kepler-815 b,,,,,,,1,1,,4982.09,Transit
32259,Kepler-815 b,,4.43,893.72,1394.0,0.0,0.0905,1,1,,5048.0,Transit
32260,Kepler-816 b,,9.41,47.48,669.0,0.0,0.0893,1,1,,5122.0,Transit
32261,Kepler-816 b,,,,,,,1,1,,4797.24,Transit
32262,Kepler-816 b,,10.24,,,,,1,1,,5286.0,Transit
32263,Kepler-816 b,,9.41,47.48,669.0,0.0,0.0893,1,1,,5122.0,Transit
32264,Kepler-816 b,,,,,,,1,1,,4797.24,Transit
32265,Kepler-816 b,,8.2,,628.0,0.0,0.09,1,1,,4936.0,Transit
32266,Kepler-816 b,,9.01,47.21,668.0,0.0,0.0895,1,1,,5127.0,Transit
32267,Kepler-816 b,,9.41,47.48,669.0,0.0,0.0893,1,1,,5122.0,Transit
32268,Kepler-816 b,,,,,,,1,1,,4797.24,Transit
32269,Kepler-816 b,,9.321,50.563,,,,1,1,,5124.0,Transit
32270,Kepler-817 b,,,,,,,1,1,,5593.0,Transit
32271,Kepler-817 b,,7.45,378.53,1124.0,0.0,0.0493,1,1,,5926.0,Transit
32272,Kepler-817 b,,6.4,,969.0,0.0,0.05,1,1,,5666.0,Transit
32273,Kepler-817 b,,8.02,378.53,1125.0,0.0,0.0493,1,1,,5926.0,Transit
32274,Kepler-817 b,,8.02,378.53,1125.0,0.0,0.0493,1,1,,5926.0,Transit
32275,Kepler-817 b,,8.02,378.53,1125.0,0.0,0.0493,1,1,,5926.0,Transit
32276,Kepler-817 b,,8.976,550.203,,,,1,1,,5924.0,Transit
32277,Kepler-817 b,,9.03,,,,,1,1,,5861.0,Transit
32278,Kepler-817 b,,,,,,,1,1,,5593.0,Transit
32279,Kepler-817 b,,,,,,,1,1,,5593.0,Transit
32280,Kepler-818 b,,4.42,90.33,786.0,0.0,0.0886,1,1,,5813.0,Transit
32281,Kepler-818 b,,,,,,,1,1,,5624.0,Transit
32282,Kepler-818 b,,4.69,93.54,793.0,0.0,0.0892,1,1,,5835.0,Transit
32283,Kepler-818 b,,,,,,,1,1,,5624.0,Transit
32284,Kepler-818 b,,,,,,,1,1,,5624.0,Transit
32285,Kepler-818 b,,4.69,93.54,793.0,0.0,0.0892,1,1,,5835.0,Transit
32286,Kepler-818 b,,4.69,93.54,793.0,0.0,0.0892,1,1,,5835.0,Transit
32287,Kepler-818 b,,5.11,,,,,1,1,,5638.0,Transit
32288,Kepler-818 b,,4.6,,801.0,0.0,0.091,1,1,,5843.0,Transit
32289,Kepler-818 b,,4.631,100.779,,,,1,1,,5831.0,Transit
32290,Kepler-819 b,,,,,,,1,1,,5162.79,Transit
32291,Kepler-819 b,,2.484,9.913,,,,1,1,,5089.0,Transit
32292,Kepler-819 b,,,,,,,1,1,,5162.79,Transit
32293,Kepler-819 b,,2.56,11.37,468.0,0.0,0.1899,1,1,,5307.0,Transit
32294,Kepler-819 b,,2.76,,,,,1,1,,5279.0,Transit
32295,Kepler-819 b,,2.56,11.37,468.0,0.0,0.1899,1,1,,5307.0,Transit
32296,Kepler-819 b,,2.9,,464.0,0.0,0.191,1,1,,5300.0,Transit
32297,Kepler-819 b,,2.85,13.09,485.0,0.0,0.1894,1,1,,5102.0,Transit
32298,Kepler-819 b,,,,,,,1,1,,5162.79,Transit
32299,Kepler-819 b,,2.56,11.37,468.0,0.0,0.1899,1,1,,5307.0,Transit
32300,Kepler-82 b,10.0,,,,,,5,1,,,Transit
32301,Kepler-82 b,,4.7,28.33,588.0,0.0,0.1718,5,1,,5739.0,Transit
32302,Kepler-82 b,12.15,4.07,,,0.0033,0.1683,5,1,,,Transit
32303,Kepler-82 b,,4.7,28.33,588.0,0.0,0.1718,5,1,,5739.0,Transit
32304,Kepler-82 b,,4.0,,,,,5,1,,,Transit
32305,Kepler-82 b,,4.0,,581.0,0.0,0.169,5,1,,5700.0,Transit
32306,Kepler-82 b,,3.59,19.558,,,,5,1,,5401.0,Transit
32307,Kepler-82 b,,,,,,,5,1,,5309.19,Transit
32308,Kepler-82 b,,4.7,28.33,588.0,0.0,0.1718,5,1,,5739.0,Transit
32309,Kepler-82 b,,4.225,18.2,,,0.17059,5,1,,5401.0,Transit
32310,Kepler-82 b,,3.91,23.54,562.0,0.0,0.1687,5,1,,5427.0,Transit
32311,Kepler-82 b,,,,,,,5,1,,5309.19,Transit
32312,Kepler-82 b,51.0,3.95,,,,,5,1,,,Transit
32313,Kepler-82 b,,4.66,,,,,5,1,,5529.0,Transit
32314,Kepler-82 c,,6.11,11.63,471.0,0.0,0.2681,5,1,,5739.0,Transit
32315,Kepler-82 c,,,,,,,5,1,,5309.19,Transit
32316,Kepler-82 c,,5.492,7.5,,,0.26623,5,1,,5401.0,Transit
32317,Kepler-82 c,,,,,,,5,1,,5309.19,Transit
32318,Kepler-82 c,18.4,5.28,,,,,5,1,,,Transit
32319,Kepler-82 c,,6.11,11.63,471.0,0.0,0.2681,5,1,,5739.0,Transit
32320,Kepler-82 c,,6.11,11.63,471.0,0.0,0.2681,5,1,,5739.0,Transit
32321,Kepler-82 c,,5.35,,,,,5,1,,,Transit
32322,Kepler-82 c,,5.067,8.035,,,,5,1,,5401.0,Transit
32323,Kepler-82 c,0.018,,,,,,5,1,,,Transit
32324,Kepler-82 c,,6.08,,,,,5,1,,5529.0,Transit
32325,Kepler-82 c,,5.3,,464.0,0.0,0.264,5,1,,5700.0,Transit
32326,Kepler-82 c,13.9,5.34,,,0.007,0.2626,5,1,,,Transit
32327,Kepler-82 c,,5.51,9.67,450.0,0.0,0.2632,5,1,,5427.0,Transit
32328,Kepler-82 d,,1.41,,1294.0,0.0,0.034,5,1,,5700.0,Transit
32329,Kepler-82 d,,1.77,702.44,1313.0,0.0,0.0345,5,1,,5739.0,Transit
32330,Kepler-82 d,,1.594,452.8,,,0.0343,5,1,,5401.0,Transit
32331,Kepler-82 d,,1.86,583.01,1253.0,0.0,0.0339,5,1,,5427.0,Transit
32332,Kepler-82 d,,1.77,702.44,1313.0,0.0,0.0345,5,1,,5739.0,Transit
32333,Kepler-82 d,,1.77,,,,0.034,5,1,,5428.0,Transit
32334,Kepler-82 d,,,,,,,5,1,,5309.19,Transit
32335,Kepler-82 d,,1.73,,,,,5,1,,5529.0,Transit
32336,Kepler-82 d,885.098,,,,,,5,1,,,Transit
32337,Kepler-82 d,,1.77,702.44,1313.0,0.0,0.0345,5,1,,5739.0,Transit
32338,Kepler-82 d,,,,,,,5,1,,5309.19,Transit
32339,Kepler-82 d,,1.712,484.351,,,,5,1,,5401.0,Transit
32340,Kepler-82 e,,2.43,173.74,926.0,0.0,0.0621,5,1,,5427.0,Transit
32341,Kepler-82 e,,2.3,,958.0,0.0,0.062,5,1,,5700.0,Transit
32342,Kepler-82 e,,,,,,,5,1,,5309.19,Transit
32343,Kepler-82 e,,2.55,209.32,970.0,0.0,0.0632,5,1,,5739.0,Transit
32344,Kepler-82 e,,2.3,135.1,,,0.06278,5,1,,5401.0,Transit
32345,Kepler-82 e,,2.55,209.32,970.0,0.0,0.0632,5,1,,5739.0,Transit
32346,Kepler-82 e,,2.55,209.32,970.0,0.0,0.0632,5,1,,5739.0,Transit
32347,Kepler-82 e,,2.229,144.337,,,,5,1,,5401.0,Transit
32348,Kepler-82 e,,,,,,,5,1,,5309.19,Transit
32349,Kepler-82 e,,2.54,,,,,5,1,,5529.0,Transit
32350,Kepler-82 e,254.02,,,,,,5,1,,,Transit
32351,Kepler-82 e,,2.47,,,,0.063,5,1,,5428.0,Transit
32352,Kepler-82 e,,,,,,,5,1,,5309.19,Transit
32353,Kepler-82 f,20.9,,,,0.0014,0.3395,5,1,,,Transit Timing Variations
32354,Kepler-820 b,,7.57,14.54,498.0,0.0,0.5102,1,1,,6205.0,Transit
32355,Kepler-820 b,,7.57,14.54,498.0,0.0,0.5102,1,1,,6205.0,Transit
32356,Kepler-820 b,,,,,,,1,1,,6006.0,Transit
32357,Kepler-820 b,,8.195,16.5,,,0.56004,1,1,,6443.0,Transit
32358,Kepler-820 b,,6.09,,,,,1,1,,6260.0,Transit
32359,Kepler-820 b,,,,,,,1,1,,6006.0,Transit
32360,Kepler-820 b,,8.6,,498.0,0.0,0.524,1,1,,6222.0,Transit
32361,Kepler-820 b,,8.232,16.228,,,,1,1,,6443.0,Transit
32362,Kepler-820 b,,7.57,14.54,498.0,0.0,0.5102,1,1,,6205.0,Transit
32363,Kepler-820 b,,9.46,22.21,554.0,0.0,0.5829,1,1,,6505.0,Transit
32364,Kepler-820 b,,,,,,,1,1,,6006.0,Transit
32365,Kepler-821 b,,1.25,481.04,1194.0,0.0,0.0282,1,1,,5155.0,Transit
32366,Kepler-821 b,,1.257,496.82,,,,1,1,,5194.0,Transit
32367,Kepler-821 b,,1.31,,,,,1,1,,5191.0,Transit
32368,Kepler-821 b,,,,,,,1,1,,5074.0,Transit
32369,Kepler-821 b,,,,,,,1,1,,5074.0,Transit
32370,Kepler-821 b,,1.25,481.04,1194.0,0.0,0.0282,1,1,,5155.0,Transit
32371,Kepler-821 b,,1.25,481.04,1194.0,0.0,0.0282,1,1,,5155.0,Transit
32372,Kepler-821 b,,1.13,,1169.0,0.0,0.028,1,1,,5119.0,Transit
32373,Kepler-821 b,,1.28,514.44,1215.0,0.0,0.029,1,1,,5194.0,Transit
32374,Kepler-822 b,,1.53,523.8,,,0.04078,1,1,,5680.0,Transit
