,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff,discoverymethod
21407,Kepler-256 d,,2.48,,,,0.064,4,1,,5551.0,Transit
21408,Kepler-256 d,,,,,,,4,1,,5571.0,Transit
21409,Kepler-256 d,,1.645,199.0,,,0.06427,4,1,,5608.0,Transit
21410,Kepler-256 d,,,,,,,4,1,,5571.0,Transit
21411,Kepler-256 e,,,,,,,4,1,,5571.0,Transit
21412,Kepler-256 e,,2.14,,,,,4,1,,5607.0,Transit
21413,Kepler-256 e,,,,,,,4,1,,5571.0,Transit
21414,Kepler-256 e,,1.8,109.3,825.0,0.0,0.0973,4,1,,5936.0,Transit
21415,Kepler-256 e,,1.62,,793.0,0.0,0.095,4,1,,5870.0,Transit
21416,Kepler-256 e,,1.8,109.3,825.0,0.0,0.0973,4,1,,5936.0,Transit
21417,Kepler-256 e,,1.799,89.0,,,0.09614,4,1,,5608.0,Transit
21418,Kepler-256 e,,1.8,109.3,825.0,0.0,0.0973,4,1,,5936.0,Transit
21419,Kepler-256 e,,2.35,,,,0.096,4,1,,5551.0,Transit
21420,Kepler-256 e,,1.812,98.9,,,,4,1,,5608.0,Transit
21421,Kepler-256 e,,,,,,,4,1,,5571.0,Transit
21422,Kepler-256 e,,2.3,152.75,897.0,0.0,0.0933,4,1,,5553.0,Transit
21423,Kepler-257 b,,,,,,,3,1,,4972.0,Transit
21424,Kepler-257 b,,2.67,553.53,1237.0,0.0,0.0333,3,1,,5188.0,Transit
21425,Kepler-257 b,,2.74,553.53,1237.0,0.0,0.0333,3,1,,5188.0,Transit
21426,Kepler-257 b,,2.61,,,,0.034,3,1,,5180.0,Transit
21427,Kepler-257 b,,2.22,,,,,3,1,,5209.0,Transit
21428,Kepler-257 b,,,,,,,3,1,,4972.0,Transit
21429,Kepler-257 b,,2.67,553.53,1237.0,0.0,0.0333,3,1,,5188.0,Transit
21430,Kepler-257 b,,2.0,,1079.0,0.0,0.032,3,1,,5058.0,Transit
21431,Kepler-257 b,,2.67,553.53,1237.0,0.0,0.0333,3,1,,5188.0,Transit
21432,Kepler-257 b,,2.201,343.6,,,0.03391,3,1,,5118.0,Transit
21433,Kepler-257 b,,,,,,,3,1,,4972.0,Transit
21434,Kepler-257 c,,4.77,142.63,881.0,0.0,0.0656,3,1,,5188.0,Transit
21435,Kepler-257 c,,3.99,,,,,3,1,,5209.0,Transit
21436,Kepler-257 c,,3.932,88.6,,,0.06677,3,1,,5118.0,Transit
21437,Kepler-257 c,,,,,,,3,1,,4972.0,Transit
21438,Kepler-257 c,,3.4,,775.0,0.0,0.062,3,1,,5058.0,Transit
21439,Kepler-257 c,,4.77,142.63,881.0,0.0,0.0656,3,1,,5188.0,Transit
21440,Kepler-257 c,,4.56,142.63,881.0,0.0,0.0656,3,1,,5188.0,Transit
21441,Kepler-257 c,,,,,,,3,1,,4972.0,Transit
21442,Kepler-257 c,,5.41,,,,0.066,3,1,,5180.0,Transit
21443,Kepler-257 c,,4.77,142.63,881.0,0.0,0.0656,3,1,,5188.0,Transit
21444,Kepler-257 c,,,,,,,3,1,,4972.0,Transit
21445,Kepler-257 d,,4.95,,,,0.16,3,1,,5180.0,Transit
21446,Kepler-257 d,,,,,,,3,1,,4972.0,Transit
21447,Kepler-257 d,,5.67,24.53,568.0,0.0,0.1582,3,1,,5188.0,Transit
21448,Kepler-257 d,,,,,,,3,1,,4972.0,Transit
21449,Kepler-257 d,,5.67,24.53,568.0,0.0,0.1582,3,1,,5188.0,Transit
21450,Kepler-257 d,,4.69,,,,,3,1,,5209.0,Transit
21451,Kepler-257 d,,4.2,,498.0,0.0,0.15,3,1,,5058.0,Transit
21452,Kepler-257 d,,,,,,,3,1,,4972.0,Transit
21453,Kepler-257 d,,5.67,24.53,568.0,0.0,0.1582,3,1,,5188.0,Transit
21454,Kepler-257 d,,4.664,15.2,,,0.16109,3,1,,5118.0,Transit
21455,Kepler-257 d,,5.34,24.53,567.0,0.0,0.1582,3,1,,5188.0,Transit
21456,Kepler-258 b,,,,,,,2,1,,4837.57,Transit
21457,Kepler-258 b,,4.12,40.03,641.0,0.0,0.1027,2,1,,4954.0,Transit
21458,Kepler-258 b,,3.59,,,,,2,1,,4951.0,Transit
21459,Kepler-258 b,,4.12,40.03,641.0,0.0,0.1027,2,1,,4954.0,Transit
21460,Kepler-258 b,,,,,,,2,1,,4837.57,Transit
21461,Kepler-258 b,,4.18,40.03,642.0,0.0,0.1027,2,1,,4954.0,Transit
21462,Kepler-258 b,,,,,,,2,1,,4837.57,Transit
21463,Kepler-258 b,,4.06,,,,0.103,2,1,,4942.0,Transit
21464,Kepler-258 b,,3.1,,562.0,0.0,0.097,2,1,,4821.0,Transit
21465,Kepler-258 b,,4.12,40.03,641.0,0.0,0.1027,2,1,,4954.0,Transit
21466,Kepler-258 b,,3.494,27.791,,,,2,1,,4944.0,Transit
21467,Kepler-258 c,,3.72,11.5,470.0,0.0,0.1916,2,1,,4954.0,Transit
21468,Kepler-258 c,,2.549,7.985,,,,2,1,,4944.0,Transit
21469,Kepler-258 c,,,,,,,2,1,,4837.57,Transit
21470,Kepler-258 c,,3.72,11.5,470.0,0.0,0.1916,2,1,,4954.0,Transit
21471,Kepler-258 c,,3.61,,,,0.193,2,1,,4942.0,Transit
21472,Kepler-258 c,,3.72,11.5,470.0,0.0,0.1916,2,1,,4954.0,Transit
21473,Kepler-258 c,,,,,,,2,1,,4837.57,Transit
21474,Kepler-258 c,,3.05,11.5,470.0,0.0,0.1916,2,1,,4954.0,Transit
21475,Kepler-258 c,,,,,,,2,1,,4837.57,Transit
21476,Kepler-258 c,,3.17,,,,,2,1,,4951.0,Transit
21477,Kepler-258 c,,2.4,,412.0,0.0,0.181,2,1,,4821.0,Transit
21478,Kepler-259 b,,2.76,,,,,2,1,,5578.0,Transit
21479,Kepler-259 b,,3.209,113.451,,,,2,1,,5511.0,Transit
21480,Kepler-259 b,,3.1,140.92,879.0,0.0,0.0785,2,1,,5926.0,Transit
21481,Kepler-259 b,,,,,,,2,1,,5613.0,Transit
21482,Kepler-259 b,,2.8,,,,0.079,2,1,,5938.0,Transit
21483,Kepler-259 b,,,,,,,2,1,,5613.0,Transit
21484,Kepler-259 b,,,,,,,2,1,,5613.0,Transit
21485,Kepler-259 b,,2.68,140.92,879.0,0.0,0.0785,2,1,,5926.0,Transit
21486,Kepler-259 b,,2.68,140.92,879.0,0.0,0.0785,2,1,,5926.0,Transit
21487,Kepler-259 b,,2.68,140.92,879.0,0.0,0.0785,2,1,,5926.0,Transit
21488,Kepler-259 b,,2.9,,888.0,0.0,0.079,2,1,,5931.0,Transit
21489,Kepler-259 b,,2.704,117.1,,,0.07541,2,1,,5511.0,Transit
21490,Kepler-259 c,,3.12,15.054,,,,2,1,,5511.0,Transit
21491,Kepler-259 c,,2.741,15.5,,,0.20699,2,1,,5511.0,Transit
21492,Kepler-259 c,,3.01,18.7,530.0,0.0,0.2155,2,1,,5926.0,Transit
21493,Kepler-259 c,,,,,,,2,1,,5613.0,Transit
21494,Kepler-259 c,,2.7,,,,0.217,2,1,,5938.0,Transit
21495,Kepler-259 c,,3.1,,535.0,0.0,0.218,2,1,,5931.0,Transit
21496,Kepler-259 c,,2.71,18.7,530.0,0.0,0.2155,2,1,,5926.0,Transit
21497,Kepler-259 c,,2.71,18.7,530.0,0.0,0.2155,2,1,,5926.0,Transit
21498,Kepler-259 c,,2.76,,,,,2,1,,5578.0,Transit
21499,Kepler-259 c,,2.71,18.7,530.0,0.0,0.2155,2,1,,5926.0,Transit
21500,Kepler-259 c,,,,,,,2,1,,5613.0,Transit
21501,Kepler-259 c,,,,,,,2,1,,5613.0,Transit
21502,Kepler-26 b,5.12,2.78,7.6,,,,4,1,,3914.0,Transit
21503,Kepler-26 b,,2.73,6.06,,,,4,1,,3853.0,Transit
21504,Kepler-26 b,,2.89,7.83,,,,4,1,,4486.0,Transit
21505,Kepler-26 b,,2.83,,427.0,,0.08551,4,1,M0 V,3887.0,Transit
21506,Kepler-26 b,4.85,3.22,,,0.021,,4,1,,4124.0,Transit
21507,Kepler-26 b,,2.89,7.87,427.0,0.0,0.0854,4,1,,3887.0,Transit
21508,Kepler-26 b,,2.83,8.14,431.0,0.0,0.0847,4,1,,3879.0,Transit
21509,Kepler-26 b,,,,,,,4,1,,4486.0,Transit
21510,Kepler-26 b,,3.25,,,,,4,1,,4097.0,Transit
21511,Kepler-26 b,120.77,3.6,,,,0.085,4,1,,4500.0,Transit
21512,Kepler-26 b,,2.89,7.87,427.0,0.0,0.0854,4,1,,3887.0,Transit
21513,Kepler-26 b,5.02,2.9,,,,,4,1,,,Transit
21514,Kepler-26 b,,3.693,10.76,,,,4,1,,4049.0,Transit
21515,Kepler-26 b,,3.191,10.449,,,,4,1,,3884.0,Transit
21516,Kepler-26 b,,2.89,7.87,427.0,0.0,0.0854,4,1,,3887.0,Transit
21517,Kepler-26 b,,3.08,,501.0,0.0,0.09,4,1,,4486.0,Transit
21518,Kepler-26 b,,,,,,,4,1,,4486.0,Transit
21519,Kepler-26 c,,2.83,,381.0,,0.10725,4,1,M0 V,3887.0,Transit
21520,Kepler-26 c,119.181,3.6,,,,0.107,4,1,,4500.0,Transit
21521,Kepler-26 c,,2.82,5.0,381.0,0.0,0.1071,4,1,,3887.0,Transit
21522,Kepler-26 c,,,,,,,4,1,,4486.0,Transit
21523,Kepler-26 c,,2.51,4.98,,,,4,1,,4486.0,Transit
21524,Kepler-26 c,,2.976,6.634,,,,4,1,,3884.0,Transit
21525,Kepler-26 c,,2.94,,449.0,0.0,0.112,4,1,,4486.0,Transit
21526,Kepler-26 c,,,,,,,4,1,,4486.0,Transit
21527,Kepler-26 c,,2.82,5.0,381.0,0.0,0.1071,4,1,,3887.0,Transit
21528,Kepler-26 c,6.1,2.5,,,,,4,1,,,Transit
21529,Kepler-26 c,6.2,2.72,4.82,,,,4,1,,3914.0,Transit
21530,Kepler-26 c,,2.82,5.0,381.0,0.0,0.1071,4,1,,3887.0,Transit
21531,Kepler-26 c,,2.73,3.85,,,,4,1,,3853.0,Transit
21532,Kepler-26 c,6.12,2.51,,,,,4,1,,,Transit
21533,Kepler-26 c,,3.693,6.841,,,,4,1,,4049.0,Transit
21534,Kepler-26 c,,3.18,,,,,4,1,,4097.0,Transit
21535,Kepler-26 c,,2.64,5.17,385.0,0.0,0.1063,4,1,,3879.0,Transit
21536,Kepler-26 c,7.48,3.11,,,0.013,,4,1,,4124.0,Transit
21537,Kepler-26 d,,1.06,41.08,,,,4,1,,4486.0,Transit
21538,Kepler-26 d,,1.07,,,,0.039,4,1,,4486.0,Transit
21539,Kepler-26 d,,1.23,41.25,646.0,0.0,0.0373,4,1,,3887.0,Transit
21540,Kepler-26 d,,1.319,56.439,,,,4,1,,4049.0,Transit
21541,Kepler-26 d,,1.21,42.68,652.0,0.0,0.037,4,1,,3879.0,Transit
21542,Kepler-26 d,,,,,,,4,1,,4486.0,Transit
21543,Kepler-26 d,,1.36,54.754,,,,4,1,,3884.0,Transit
21544,Kepler-26 d,,0.98,31.79,,,,4,1,,3853.0,Transit
21545,Kepler-26 d,,1.23,41.25,646.0,0.0,0.0373,4,1,,3887.0,Transit
21546,Kepler-26 d,,1.23,41.25,646.0,0.0,0.0373,4,1,,3887.0,Transit
21547,Kepler-26 d,,0.98,,646.0,,0.03734,4,1,M0 V,3887.0,Transit
21548,Kepler-26 d,,,,,,,4,1,,4486.0,Transit
21549,Kepler-26 d,,1.13,,761.0,0.0,0.039,4,1,,4486.0,Transit
21550,Kepler-26 d,,1.36,,,,,4,1,,4097.0,Transit
21551,Kepler-26 e,,2.11,1.32,273.0,0.0,0.2085,4,1,,3887.0,Transit
21552,Kepler-26 e,,2.11,1.32,273.0,0.0,0.2085,4,1,,3887.0,Transit
21553,Kepler-26 e,,2.34,,,,,4,1,,4097.0,Transit
21554,Kepler-26 e,,2.1,1.31,,,,4,1,,4486.0,Transit
21555,Kepler-26 e,,2.41,,,,0.22,4,1,,4486.0,Transit
21556,Kepler-26 e,,1.92,1.02,,,,4,1,,3853.0,Transit
21557,Kepler-26 e,,,,,,,4,1,,4486.0,Transit
21558,Kepler-26 e,,2.572,1.807,,,,4,1,,4049.0,Transit
21559,Kepler-26 e,,2.404,1.753,,,,4,1,,3884.0,Transit
21560,Kepler-26 e,,2.98,,322.0,0.0,0.218,4,1,,4486.0,Transit
21561,Kepler-26 e,,2.13,1.37,276.0,0.0,0.2068,4,1,,3879.0,Transit
21562,Kepler-26 e,,,,,,,4,1,,4486.0,Transit
21563,Kepler-26 e,,2.11,1.32,273.0,0.0,0.2085,4,1,,3887.0,Transit
21564,Kepler-260 b,,1.92,88.36,782.0,0.0,0.0745,2,1,,5251.0,Transit
21565,Kepler-260 b,,,,,,,2,1,,5250.0,Transit
21566,Kepler-260 b,,2.09,95.73,798.0,0.0,0.0776,2,1,,5523.0,Transit
21567,Kepler-260 b,,2.303,111.4,,,0.07988,2,1,,5541.0,Transit
21568,Kepler-260 b,,,,,,,2,1,,5250.0,Transit
21569,Kepler-260 b,,2.108,132.134,,,,2,1,,5541.0,Transit
21570,Kepler-260 b,,2.21,,,,,2,1,,5468.0,Transit
21571,Kepler-260 b,,2.01,,,,0.075,2,1,,5250.0,Transit
21572,Kepler-260 b,,2.04,,791.0,0.0,0.077,2,1,,5250.0,Transit
21573,Kepler-260 b,,,,,,,2,1,,5250.0,Transit
21574,Kepler-260 b,,2.09,95.73,798.0,0.0,0.0776,2,1,,5523.0,Transit
21575,Kepler-260 b,,2.09,95.73,798.0,0.0,0.0776,2,1,,5523.0,Transit
21576,Kepler-260 c,,,,,,,2,1,,5250.0,Transit
21577,Kepler-260 c,,1.61,4.9,379.0,0.0,0.343,2,1,,5523.0,Transit
21578,Kepler-260 c,,1.779,5.7,,,0.35304,2,1,,5541.0,Transit
21579,Kepler-260 c,,,,,,,2,1,,5250.0,Transit
21580,Kepler-260 c,,1.73,,,,,2,1,,5468.0,Transit
21581,Kepler-260 c,,1.74,,,,0.332,2,1,,5250.0,Transit
21582,Kepler-260 c,,1.75,4.53,372.0,0.0,0.329,2,1,,5251.0,Transit
21583,Kepler-260 c,,1.917,6.775,,,,2,1,,5541.0,Transit
21584,Kepler-260 c,,,,,,,2,1,,5250.0,Transit
21585,Kepler-260 c,,1.69,,376.0,0.0,0.34,2,1,,5250.0,Transit
21586,Kepler-260 c,,1.61,4.9,379.0,0.0,0.343,2,1,,5523.0,Transit
21587,Kepler-260 c,,1.61,4.9,379.0,0.0,0.343,2,1,,5523.0,Transit
21588,Kepler-261 b,,2.21,,690.0,0.0,0.089,2,1,,5218.0,Transit
21589,Kepler-261 b,,2.094,45.779,,,,2,1,,5121.0,Transit
21590,Kepler-261 b,,,,,,,2,1,,5122.5,Transit
21591,Kepler-261 b,,,,,,,2,1,,5122.5,Transit
21592,Kepler-261 b,,2.18,,,,0.088,2,1,,5098.0,Transit
21593,Kepler-261 b,,2.18,48.37,672.0,0.0,0.0871,2,1,,5095.0,Transit
21594,Kepler-261 b,,2.161,45.1,,,0.08772,2,1,,5121.0,Transit
21595,Kepler-261 b,,2.26,,,,,2,1,,5144.0,Transit
21596,Kepler-261 b,,2.23,50.05,678.0,0.0,0.0886,2,1,,5203.0,Transit
21597,Kepler-261 b,,,,,,,2,1,,5122.5,Transit
21598,Kepler-261 b,,2.23,50.05,678.0,0.0,0.0886,2,1,,5203.0,Transit
21599,Kepler-261 b,,2.23,50.05,678.0,0.0,0.0886,2,1,,5203.0,Transit
21600,Kepler-261 c,,2.0,,,,0.156,2,1,,5098.0,Transit
21601,Kepler-261 c,,2.1,15.86,509.0,0.0,0.1574,2,1,,5203.0,Transit
21602,Kepler-261 c,,2.17,,,,,2,1,,5144.0,Transit
21603,Kepler-261 c,,,,,,,2,1,,5122.5,Transit
21604,Kepler-261 c,,2.712,14.512,,,,2,1,,5121.0,Transit
21605,Kepler-261 c,,,,,,,2,1,,5122.5,Transit
21606,Kepler-261 c,,2.82,15.33,505.0,0.0,0.1547,2,1,,5095.0,Transit
21607,Kepler-261 c,,2.1,15.86,509.0,0.0,0.1574,2,1,,5203.0,Transit
21608,Kepler-261 c,,2.17,,518.0,0.0,0.158,2,1,,5218.0,Transit
21609,Kepler-261 c,,,,,,,2,1,,5122.5,Transit
21610,Kepler-261 c,,2.1,15.86,509.0,0.0,0.1574,2,1,,5203.0,Transit
21611,Kepler-261 c,,2.038,14.3,,,0.15577,2,1,,5121.0,Transit
21612,Kepler-262 b,,1.49,68.66,734.0,0.0,0.1075,2,1,,5830.0,Transit
21613,Kepler-262 b,,,,,,,2,1,,5435.5,Transit
21614,Kepler-262 b,,1.3,,732.0,0.0,0.108,2,1,,5823.0,Transit
21615,Kepler-262 b,,1.45,68.66,734.0,0.0,0.1075,2,1,,5830.0,Transit
21616,Kepler-262 b,,,,,,,2,1,,5435.5,Transit
21617,Kepler-262 b,,1.49,68.66,734.0,0.0,0.1075,2,1,,5830.0,Transit
21618,Kepler-262 b,,1.83,,,,,2,1,,5886.0,Transit
21619,Kepler-262 b,,1.38,55.1,,,0.10143,2,1,,5549.0,Transit
21620,Kepler-262 b,,,,,,,2,1,,5435.5,Transit
21621,Kepler-262 b,,1.49,68.66,734.0,0.0,0.1075,2,1,,5830.0,Transit
21622,Kepler-262 b,,1.361,50.169,,,,2,1,,5549.0,Transit
21623,Kepler-262 b,,1.36,,,,0.108,2,1,,5841.0,Transit
21624,Kepler-262 c,,1.69,,617.0,0.0,0.152,2,1,,5823.0,Transit
21625,Kepler-262 c,,1.624,27.7,,,0.14297,2,1,,5549.0,Transit
21626,Kepler-262 c,,,,,,,2,1,,5435.5,Transit
21627,Kepler-262 c,,1.64,,,,0.152,2,1,,5841.0,Transit
21628,Kepler-262 c,,1.74,34.57,618.0,0.0,0.1515,2,1,,5830.0,Transit
21629,Kepler-262 c,,,,,,,2,1,,5435.5,Transit
21630,Kepler-262 c,,,,,,,2,1,,5435.5,Transit
21631,Kepler-262 c,,2.06,,,,,2,1,,5886.0,Transit
21632,Kepler-262 c,,1.74,34.57,618.0,0.0,0.1515,2,1,,5830.0,Transit
21633,Kepler-262 c,,1.75,34.57,618.0,0.0,0.1515,2,1,,5830.0,Transit
21634,Kepler-262 c,,1.74,34.57,618.0,0.0,0.1515,2,1,,5830.0,Transit
21635,Kepler-262 c,,1.648,25.26,,,,2,1,,5549.0,Transit
21636,Kepler-263 b,,3.07,,,,,2,1,,5388.0,Transit
21637,Kepler-263 b,,,,,,,2,1,,5188.56,Transit
21638,Kepler-263 b,,,,,,,2,1,,5188.56,Transit
21639,Kepler-263 b,,2.67,,,,0.12,2,1,,5265.0,Transit
21640,Kepler-263 b,,2.81,29.37,594.0,0.0,0.1195,2,1,,5265.0,Transit
21641,Kepler-263 b,,2.66,,592.0,0.0,0.118,2,1,,5245.0,Transit
21642,Kepler-263 b,,2.568,22.5,,,0.1178,2,1,,5113.0,Transit
21643,Kepler-263 b,,2.81,29.37,594.0,0.0,0.1195,2,1,,5265.0,Transit
21644,Kepler-263 b,,2.54,21.27,548.0,0.0,0.1155,2,1,,4987.0,Transit
21645,Kepler-263 b,,2.81,29.37,594.0,0.0,0.1195,2,1,,5265.0,Transit
21646,Kepler-263 b,,,,,,,2,1,,5188.56,Transit
21647,Kepler-263 b,,2.583,24.308,,,,2,1,,5113.0,Transit
21648,Kepler-263 c,,2.47,,,,0.242,2,1,,5265.0,Transit
21649,Kepler-263 c,,2.4,7.24,418.0,0.0,0.2407,2,1,,5265.0,Transit
21650,Kepler-263 c,,2.62,,,,,2,1,,5388.0,Transit
21651,Kepler-263 c,,2.89,,417.0,0.0,0.238,2,1,,5245.0,Transit
21652,Kepler-263 c,,2.4,7.24,418.0,0.0,0.2407,2,1,,5265.0,Transit
21653,Kepler-263 c,,2.18,5.25,386.0,0.0,0.2326,2,1,,4987.0,Transit
21654,Kepler-263 c,,,,,,,2,1,,5188.56,Transit
21655,Kepler-263 c,,2.192,5.6,,,0.23712,2,1,,5113.0,Transit
21656,Kepler-263 c,,,,,,,2,1,,5188.56,Transit
21657,Kepler-263 c,,2.217,5.994,,,,2,1,,5113.0,Transit
21658,Kepler-263 c,,2.4,7.24,418.0,0.0,0.2407,2,1,,5265.0,Transit
21659,Kepler-263 c,,,,,,,2,1,,5188.56,Transit
21660,Kepler-264 b,,,,,,,2,1,,6250.28,Transit
21661,Kepler-264 b,,4.19,,,,,2,1,,6263.0,Transit
21662,Kepler-264 b,,3.71,83.75,772.0,0.0,0.2641,2,1,,6207.0,Transit
21663,Kepler-264 b,,3.523,79.478,,,,2,1,,6284.0,Transit
21664,Kepler-264 b,,4.86,119.96,844.0,0.0,0.2542,2,1,,6231.0,Transit
21665,Kepler-264 b,,3.978,78.5,,,0.26122,2,1,,6284.0,Transit
21666,Kepler-264 b,,4.86,119.96,844.0,0.0,0.2542,2,1,,6231.0,Transit
21667,Kepler-264 b,,4.86,119.96,844.0,0.0,0.2542,2,1,,6231.0,Transit
21668,Kepler-264 b,,,,,,,2,1,,6250.28,Transit
21669,Kepler-264 b,,,,,,,2,1,,6250.28,Transit
21670,Kepler-264 b,,4.8,,843.0,0.0,0.258,2,1,,6235.0,Transit
21671,Kepler-264 b,,3.33,,,,0.249,2,1,,6158.0,Transit
21672,Kepler-264 c,,3.42,16.17,511.0,0.0,0.601,2,1,,6207.0,Transit
21673,Kepler-264 c,,3.248,15.347,,,,2,1,,6284.0,Transit
21674,Kepler-264 c,,3.59,,,,,2,1,,6263.0,Transit
21675,Kepler-264 c,,4.16,23.16,559.0,0.0,0.5785,2,1,,6231.0,Transit
21676,Kepler-264 c,,4.16,23.16,559.0,0.0,0.5785,2,1,,6231.0,Transit
21677,Kepler-264 c,,,,,,,2,1,,6250.28,Transit
21678,Kepler-264 c,,3.74,,560.0,0.0,0.586,2,1,,6235.0,Transit
21679,Kepler-264 c,,3.403,15.2,,,0.59454,2,1,,6284.0,Transit
21680,Kepler-264 c,,4.16,23.16,559.0,0.0,0.5785,2,1,,6231.0,Transit
21681,Kepler-264 c,,,,,,,2,1,,6250.28,Transit
21682,Kepler-264 c,,2.83,,,,0.566,2,1,,6158.0,Transit
21683,Kepler-265 b,,1.62,,1058.0,0.0,0.074,4,1,,6315.0,Transit
21684,Kepler-265 b,,,,,,,4,1,,5963.0,Transit
21685,Kepler-265 b,,1.524,220.328,,,,4,1,,5871.0,Transit
21686,Kepler-265 b,,1.67,,,,,4,1,,5883.0,Transit
21687,Kepler-265 b,,,,,,,4,1,,5963.0,Transit
21688,Kepler-265 b,,1.67,258.41,1022.0,0.0,0.0677,4,1,,5839.0,Transit
21689,Kepler-265 b,,1.592,195.1,,,0.06989,4,1,,5871.0,Transit
21690,Kepler-265 b,,1.66,265.57,1030.0,0.0,0.0716,4,1,,6299.0,Transit
21691,Kepler-265 b,,1.66,265.57,1030.0,0.0,0.0716,4,1,,6299.0,Transit
21692,Kepler-265 b,,1.86,,,,0.069,4,1,,5835.0,Transit
21693,Kepler-265 b,,1.66,265.57,1030.0,0.0,0.0716,4,1,,6299.0,Transit
21694,Kepler-265 c,,,,,,,4,1,,5963.0,Transit
21695,Kepler-265 c,,,,,,,4,1,,5963.0,Transit
21696,Kepler-265 c,,2.41,78.73,760.0,0.0,0.1315,4,1,,6299.0,Transit
21697,Kepler-265 c,,2.46,,,,,4,1,,5883.0,Transit
21698,Kepler-265 c,,2.315,57.9,,,0.12826,4,1,,5871.0,Transit
21699,Kepler-265 c,,2.41,78.73,760.0,0.0,0.1315,4,1,,6299.0,Transit
21700,Kepler-265 c,,2.5,,781.0,0.0,0.136,4,1,,6315.0,Transit
21701,Kepler-265 c,,2.41,78.73,760.0,0.0,0.1315,4,1,,6299.0,Transit
21702,Kepler-265 c,,2.54,76.66,755.0,0.0,0.1243,4,1,,5839.0,Transit
21703,Kepler-265 c,,2.63,,,,0.127,4,1,,5835.0,Transit
21704,Kepler-265 c,,2.321,65.359,,,,4,1,,5871.0,Transit
21705,Kepler-265 c,,,,,,,4,1,,5963.0,Transit
21706,Kepler-265 d,,,,,,,4,1,,5963.0,Transit
21707,Kepler-265 d,,2.2,22.79,557.0,0.0,0.2444,4,1,,6299.0,Transit
21708,Kepler-265 d,,2.39,22.21,554.0,0.0,0.2309,4,1,,5839.0,Transit
21709,Kepler-265 d,,2.179,18.941,,,,4,1,,5871.0,Transit
21710,Kepler-265 d,,2.23,,,,,4,1,,5883.0,Transit
21711,Kepler-265 d,,2.57,,573.0,0.0,0.252,4,1,,6315.0,Transit
21712,Kepler-265 d,,2.49,,,,0.236,4,1,,5835.0,Transit
21713,Kepler-265 d,,,,,,,4,1,,5963.0,Transit
21714,Kepler-265 d,,2.111,16.8,,,0.23839,4,1,,5871.0,Transit
21715,Kepler-265 d,,2.2,22.79,557.0,0.0,0.2444,4,1,,6299.0,Transit
21716,Kepler-265 d,,2.2,22.79,557.0,0.0,0.2444,4,1,,6299.0,Transit
21717,Kepler-265 e,,2.59,,,,0.319,4,1,,5835.0,Transit
21718,Kepler-265 e,,,,,,,4,1,,5963.0,Transit
21719,Kepler-265 e,,,,,,,4,1,,5963.0,Transit
21720,Kepler-265 e,,2.51,,493.0,0.0,0.341,4,1,,6315.0,Transit
21721,Kepler-265 e,,2.35,12.46,479.0,0.0,0.3305,4,1,,6299.0,Transit
21722,Kepler-265 e,,2.46,,,,,4,1,,5883.0,Transit
21723,Kepler-265 e,,2.26,9.2,,,0.32237,4,1,,5871.0,Transit
21724,Kepler-265 e,,2.39,12.14,476.0,0.0,0.3123,4,1,,5839.0,Transit
21725,Kepler-265 e,,2.35,12.46,479.0,0.0,0.3305,4,1,,6299.0,Transit
21726,Kepler-265 e,,2.35,12.46,479.0,0.0,0.3305,4,1,,6299.0,Transit
21727,Kepler-265 e,,,,,,,4,1,,5963.0,Transit
21728,Kepler-265 e,,2.184,10.354,,,,4,1,,5871.0,Transit
21729,Kepler-266 b,,2.48,,,,0.071,2,1,,5885.0,Transit
21730,Kepler-266 b,,2.51,226.65,990.0,0.0,0.0702,2,1,,5888.0,Transit
21731,Kepler-266 b,,2.51,226.65,990.0,0.0,0.0702,2,1,,5888.0,Transit
21732,Kepler-266 b,,2.51,226.65,990.0,0.0,0.0702,2,1,,5888.0,Transit
21733,Kepler-266 b,,2.45,,950.0,0.0,0.07,2,1,,5634.0,Transit
21734,Kepler-266 b,,,,,,,2,1,,5510.0,Transit
21735,Kepler-266 b,,2.98,304.65,1066.0,0.0,0.0678,2,1,,5529.0,Transit
21736,Kepler-266 b,,,,,,,2,1,,5510.0,Transit
21737,Kepler-266 b,,,,,,,2,1,,5510.0,Transit
21738,Kepler-266 b,,2.21,,,,,2,1,,5516.0,Transit
21739,Kepler-266 b,,2.584,230.403,,,,2,1,,5535.0,Transit
21740,Kepler-266 c,,3.24,,,,,2,1,,5516.0,Transit
21741,Kepler-266 c,,3.83,5.49,390.0,0.0,0.451,2,1,,5888.0,Transit
21742,Kepler-266 c,,3.89,,,,0.457,2,1,,5885.0,Transit
21743,Kepler-266 c,,,,,,,2,1,,5510.0,Transit
21744,Kepler-266 c,,,,,,,2,1,,5510.0,Transit
21745,Kepler-266 c,,3.83,5.49,390.0,0.0,0.451,2,1,,5888.0,Transit
21746,Kepler-266 c,,3.83,5.49,390.0,0.0,0.451,2,1,,5888.0,Transit
21747,Kepler-266 c,,4.1,,374.0,0.0,0.452,2,1,,5634.0,Transit
21748,Kepler-266 c,,4.117,5.592,,,,2,1,,5535.0,Transit
21749,Kepler-266 c,,,,,,,2,1,,5510.0,Transit
21750,Kepler-266 c,,4.75,7.39,421.0,0.0,0.4352,2,1,,5529.0,Transit
